name,train_macro_f1-score,train_macro_recall,train_micro_accuracy,train_macro_precision,train_weighted_precision,train_weighted_recall,train_weighted_f1-score,train_balanced_accuracy,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score
lr-lbfgs3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.8683760683760684,0.903846153846154,0.8971428571428571,0.9476495726495724,0.9514285714285714,0.8971428571428571,0.8643809523809522,0.903846153846154,-1
lr-lbfgs5_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9294871794871796,0.9455128205128204,0.9485714285714286,0.967948717948718,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,-1
lr-lbfgs8_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,-1
lr-lbfgs3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.8683760683760684,0.903846153846154,0.8971428571428571,0.9476495726495724,0.9514285714285714,0.8971428571428571,0.8643809523809522,0.903846153846154,-1
lr-lbfgs5_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9294871794871796,0.9455128205128204,0.9485714285714286,0.967948717948718,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,-1
lr-lbfgs8_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,-1
lr-lbfgs3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.8683760683760684,0.903846153846154,0.8971428571428571,0.9476495726495724,0.9514285714285714,0.8971428571428571,0.8643809523809522,0.903846153846154,-1
lr-lbfgs5_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9294871794871796,0.9455128205128204,0.9485714285714286,0.967948717948718,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,-1
lr-lbfgs8_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,-1
lr-lbfgs3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.8683760683760684,0.903846153846154,0.8971428571428571,0.9476495726495724,0.9514285714285714,0.8971428571428571,0.8643809523809522,0.903846153846154,-1
lr-lbfgs5_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9294871794871796,0.9455128205128204,0.9485714285714286,0.967948717948718,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,-1
lr-lbfgs8_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,-1
lr-lbfgs3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.8683760683760684,0.903846153846154,0.8971428571428571,0.9476495726495724,0.9514285714285714,0.8971428571428571,0.8643809523809522,0.903846153846154,-1
lr-lbfgs5_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9294871794871796,0.9455128205128204,0.9485714285714286,0.967948717948718,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,-1
lr-lbfgs8_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,-1
dt3_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,0.4948717948717948,0.5705128205128205,0.5657142857142857,0.7644230769230769,0.7757142857142857,0.5657142857142857,0.5003809523809524,0.5705128205128205,-1
