name,train_macro_f1-score,train_macro_f1-score,train_macro_recall,train_macro_recall,train_micro_accuracy,train_micro_accuracy,train_macro_precision,train_macro_precision,train_weighted_precision,train_weighted_precision,train_weighted_recall,train_weighted_recall,train_weighted_f1-score,train_weighted_f1-score,train_balanced_accuracy,train_balanced_accuracy,train_macro_ovr_roc_auc_score,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_f1-score,test_macro_recall,test_macro_recall,test_micro_accuracy,test_micro_accuracy,test_macro_precision,test_macro_precision,test_weighted_precision,test_weighted_precision,test_weighted_recall,test_weighted_recall,test_weighted_f1-score,test_weighted_f1-score,test_balanced_accuracy,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_macro_ovr_roc_auc_score
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
lr-lbfgs8_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.9529914529914528,0.0,0.9647435897435898,0.0,0.9657142857142856,0.0,0.9807692307692308,0.0,0.9828571428571428,0.0,0.9657142857142856,0.0,0.9561904761904761,0.0,0.9647435897435898,0.0,-1.0,0.0
rf5_200_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.943162393162393,0.0037009632640360494,0.9561965811965812,0.003700963264036186,0.9580952380952382,0.0032991443953692013,0.9764957264957265,0.0037009632640360494,0.9771428571428569,0.0032991443953692737,0.9580952380952382,0.0032991443953692013,0.9462857142857143,0.00329914439536945,0.9561965811965812,0.003700963264036186,-1.0,0.0
lr-lbfgs5_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.935897435897436,0.0,0.9519230769230768,0.0,0.9542857142857143,0.0,0.9743589743589745,0.0,0.9771428571428572,0.0,0.9542857142857143,0.0,0.9409523809523813,0.0,0.9519230769230768,0.0,-1.0,0.0
nb8_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.939102564102564,0.0,0.9551282051282052,0.0,0.9542857142857143,0.0,0.9764957264957262,0.0,0.979047619047619,0.0,0.9542857142857143,0.0,0.94,0.0,0.9551282051282052,0.0,-1.0,0.0
svm8_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.9367521367521366,0.0,0.9519230769230768,0.0,0.9542857142857143,0.0,0.9754273504273504,0.0,0.9761904761904759,0.0,0.9542857142857143,0.0,0.9405714285714284,0.0,0.9519230769230768,0.0,-1.0,0.0
svm5_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.935897435897436,0.0,0.9519230769230768,0.0,0.9542857142857143,0.0,0.9743589743589745,0.0,0.9771428571428572,0.0,0.9542857142857143,0.0,0.9409523809523813,0.0,0.9519230769230768,0.0,-1.0,0.0
rf8_200_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.9375356125356124,0.008654065981520869,0.952991452991453,0.006672006408545409,0.9542857142857143,0.005714285714285686,0.9757834757834757,0.003263942802675082,0.977142857142857,0.003299144395369322,0.9542857142857143,0.005714285714285686,0.9403809523809524,0.007626187131111667,0.952991452991453,0.006672006408545409,-1.0,0.0
rf5_100_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.937037037037037,0.005987991326775977,0.9508547008547007,0.004895914204012717,0.9523809523809526,0.003299144395369338,0.9725783475783475,0.0037520134447480698,0.973015873015873,0.0023967728365939054,0.9523809523809526,0.003299144395369338,0.9398095238095238,0.004293115302698859,0.9508547008547007,0.004895914204012717,-1.0,0.0
rf8_100_same_as_zurich_oversampled_t70_trainnoise-1_testnoise-0_thresh-2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.9332621082621082,0.005057983127515918,0.9487179487179486,0.005551444896054211,0.9504761904761905,0.003299144395369338,0.9715099715099714,0.00431779047470862,0.9733333333333333,0.0049487165930539945,0.9504761904761905,0.003299144395369338,0.9365714285714285,0.002969229955832337,0.9487179487179486,0.005551444896054211,-1.0,0.0
