val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials
1.0,1.0,0.9797189668904313,1.0,1.0,1.0,1.0,1.0,0.8961538461538462,0.9134615384615384,0.92,0.9455128205128204,0.9466666666666668,0.92,0.9034285714285716,0.9134615384615384,0.9951170294502965,0.0267596244812011,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,7,1,0,0.0,3,612.0,612.0,5.0,2.0,0.0,0.5,2.0,20240111_115536,1.0
1.0,1.0,0.9797189668904313,1.0,1.0,1.0,1.0,1.0,0.9096153846153844,0.9230769230769232,0.9257142857142856,0.9476495726495724,0.9466666666666668,0.9257142857142856,0.913142857142857,0.9230769230769232,0.9979181892676012,0.026557445526123,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,1,2,0.2,3,,,,,,,,20240112_005314,
0.9891891891891892,0.9945945945945944,0.9797189668904313,0.9945945945945944,1.0,0.9953488372093025,0.9953488372093025,0.9944444444444444,0.9113247863247864,0.9326923076923076,0.9371428571428572,0.9647435897435898,0.9657142857142856,0.9371428571428572,0.918095238095238,0.9326923076923076,0.996425614449334,0.0210568904876709,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,6,1,0,0.1,2,342.0,512.0,6.0,1.0,2.0,0.3,2.0,20240112_210729,1.0
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9091880341880344,0.9262820512820512,0.9257142857142856,0.9610042735042734,0.9614285714285714,0.9257142857142856,0.9091428571428573,0.9262820512820512,0.9971262238304296,0.0196630954742431,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,8,2,0,0.0,3,,,,,,,,20240110_212433,2.0
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.8963675213675214,0.9166666666666666,0.92,0.9455128205128204,0.9485714285714286,0.92,0.9028571428571428,0.9166666666666666,0.994731587815104,0.0251626968383789,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,9,1,0,0.0,2,128.0,512.0,6.0,1.0,2.0,0.5,3.0,20240110_212753,1.0
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9153846153846156,0.935897435897436,0.9428571428571428,0.969017094017094,0.9704761904761904,0.9428571428571428,0.9234285714285716,0.935897435897436,0.9942337079570484,0.0255734920501709,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,7,1,1,0.0,2,,,,,,,,20240111_090012,1.0
0.992,0.996,0.9797132779610876,0.996,1.0,0.9966101694915256,0.9966101694915256,0.9959183673469388,0.9164529914529912,0.9262820512820512,0.9314285714285714,0.9433760683760684,0.9447619047619048,0.9314285714285714,0.9215238095238094,0.9262820512820512,0.9992806509150938,0.0179588794708251,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,8,1,2,0.0,3,,,,,,,,20240111_120106,
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9134615384615384,0.9294871794871796,0.9314285714285714,0.9594017094017092,0.9609523809523812,0.9314285714285714,0.9180952380952382,0.9294871794871796,0.997347480106101,0.0195152759552001,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,1,1,0.2,2,,,,,,,,20240111_212217,
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9085470085470086,0.9230769230769232,0.9257142857142856,0.9476495726495724,0.9495238095238095,0.9257142857142856,0.9131428571428571,0.9230769230769232,0.9978626090097088,0.0211992263793945,0.008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,6,1,2,0.2,3,,,,,,,,20240112_021606,
0.9891891891891892,0.9945945945945944,0.9797132779610876,0.9945945945945944,1.0,0.9953488372093025,0.9953488372093025,0.9944444444444444,0.9155982905982908,0.9294871794871796,0.9314285714285714,0.9551282051282052,0.9571428571428572,0.9314285714285714,0.92,0.9294871794871796,0.9989497247818954,0.0182976722717285,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,7,2,0,0.0,3,,,,,,,,20240112_024714,
