name,train_macro_f1-score,train_macro_f1-score,train_macro_recall,train_macro_recall,train_micro_accuracy,train_micro_accuracy,train_macro_precision,train_macro_precision,train_weighted_precision,train_weighted_precision,train_weighted_recall,train_weighted_recall,train_weighted_f1-score,train_weighted_f1-score,train_balanced_accuracy,train_balanced_accuracy,train_macro_ovr_roc_auc_score,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_f1-score,test_macro_recall,test_macro_recall,test_micro_accuracy,test_micro_accuracy,test_macro_precision,test_macro_precision,test_weighted_precision,test_weighted_precision,test_weighted_recall,test_weighted_recall,test_weighted_f1-score,test_weighted_f1-score,test_balanced_accuracy,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_macro_ovr_roc_auc_score
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
lr-lbfgs5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.99229275,0,0.992521368,0,0.992521368,0,0.993894994,0,0.993894994,0,0.992521368,0,0.99229275,0,0.992521368,0,-1,0,0.941880342,0,0.955128205,0,0.96,0,0.979700855,0,0.978095238,0,0.96,0,0.945904762,0,0.955128205,0,-1,0
nb5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.986619502,,0.987179487,,0.987179487,,0.990981241,,0.990981241,,0.987179487,,0.986619502,,0.987179487,,-1,,0.923931624,,0.942307692,,0.942857143,,0.973290598,,0.974285714,,0.942857143,,0.925333333,,0.942307692,,-1,
rf8_100_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.994444444,0,0.99465812,0,0.99465812,0,0.995726496,0,0.995726496,0,0.99465812,0,0.994444444,0,0.99465812,0,-1,0,0.918660969,0.010854056,0.93482906,0.009791828,0.939047619,0.008728716,0.964031339,0.008089613,0.961587302,0.006889693,0.939047619,0.008728716,0.922285714,0.009764576,0.93482906,0.009791828,-1,0
svm5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.993368597,,0.993589744,,0.993589744,,0.994810745,,0.994810745,,0.993589744,,0.993368597,,0.993589744,,-1,,0.918162393,,0.932692308,,0.937142857,,0.961538462,,0.957142857,,0.937142857,,0.920761905,,0.932692308,,-1,
lr-lbfgs8_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.99229275,0,0.992521368,0,0.992521368,0,0.993894994,0,0.993894994,0,0.992521368,0,0.99229275,0,0.992521368,0,-1,0,0.912820513,0,0.929487179,0,0.937142857,0,0.961538462,0,0.96,0,0.937142857,0,0.918857143,0,0.929487179,0,-1,0
nb8_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.987695349,,0.988247863,,0.988247863,,0.991896992,,0.991896992,,0.988247863,,0.987695349,,0.988247863,,-1,,0.914316239,,0.935897436,,0.937142857,,0.967948718,,0.96952381,,0.937142857,,0.916761905,,0.935897436,,-1,
knn5_3_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.986613173,,0.987179487,,0.987179487,,0.989774115,,0.989774115,,0.987179487,,0.986613173,,0.987179487,,-1,,0.921794872,,0.935897436,,0.937142857,,0.962606838,,0.961904762,,0.937142857,,0.923428571,,0.935897436,,-1,
rf8_200_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.994444444,0,0.99465812,0,0.99465812,0,0.995726496,0,0.995726496,0,0.99465812,0,0.994444444,0,0.99465812,0,-1,0,0.914957265,0.004656943,0.932692308,0.005551445,0.937142857,0.005714286,0.965811966,0.006672006,0.961904762,0.007190319,0.937142857,0.005714286,0.918222222,0.004793546,0.932692308,0.005551445,-1,0
rf8_50_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.994444444,0,0.99465812,0,0.99465812,0,0.995726496,0,0.995726496,0,0.99465812,0,0.994444444,0,0.99465812,0,-1,0,0.90997151,0.007834434,0.928418803,0.006672006,0.933333333,0.003299144,0.962606838,0.007704169,0.959047619,0.003433858,0.933333333,0.003299144,0.913777778,0.004576717,0.928418803,0.006672006,-1,0
