val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.979718967,1,1,1,1,1,0.90491453,0.916666667,0.914285714,0.945512821,0.948571429,0.914285714,0.904761905,0.916666667,0.995468399,0.029968262,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,7,1,1,0,3,64,128,8,1,0,0.4,0,20240104_012055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.979713278,1,1,1,1,1,0.879487179,0.907051282,0.902857143,0.955662393,0.958571429,0.902857143,0.88,0.907051282,0.995486287,0.022044897,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,6,1,0,0.2,2,,,,,,,,20240104_110018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.979713278,1,1,1,1,1,0.938888889,0.951923077,0.954285714,0.972222222,0.973333333,0.954285714,0.94247619,0.951923077,0.998415856,0.024777651,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,6,1,2,0.3,3,612,612,9,1,0,0.7,2,20240104_191721,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.979707589,1,1,1,1,1,0.924145299,0.935897436,0.937142857,0.958333333,0.96,0.937142857,0.927619048,0.935897436,0.998470372,0.018994093,0.002,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,7,1,0,0,3,,,,,,,,20240103_044050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.983333333,0.991666667,0.979707589,0.991666667,1,0.992857143,0.992857143,0.991304348,0.921581197,0.939102564,0.937142857,0.969017094,0.968571429,0.937142857,0.922095238,0.939102564,0.997678619,0.019227266,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,1,1,0.4,2,,,,,,,,20240103_113005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.992,0.996,0.979707589,0.996,1,0.996610169,0.996610169,0.995918367,0.888888889,0.907051282,0.908571429,0.944444444,0.942857143,0.908571429,0.88952381,0.907051282,0.995173462,0.020927668,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,7,1,1,0.3,0,256,512,5,1,1,0.1,2,20240104_023254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978655137,1,1,1,1,1,0.913461538,0.932692308,0.937142857,0.961538462,0.962857143,0.937142857,0.92,0.932692308,0.99861816,0.025480986,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,1,0,0,0,256,512,5,1,2,0.4,3,20240104_183334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989189189,0.994594595,0.978655137,0.994594595,1,0.995348837,0.995348837,0.994444444,0.920726496,0.932692308,0.937142857,0.952991453,0.953333333,0.937142857,0.925333333,0.932692308,0.999465705,0.020656347,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,7,1,0,0.1,3,,,,,,,,20240104_182349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.986771242,0.994039216,0.978655137,0.992078431,1,0.993276836,0.994387947,0.993918367,0.912393162,0.929487179,0.931428571,0.955128205,0.954285714,0.931428571,0.916190476,0.929487179,0.997752087,0.017841339,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,1,0.2,2,,,,,,,,20240104_093352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978655137,1,1,1,1,1,0.929273504,0.942307692,0.942857143,0.969017094,0.967619048,0.942857143,0.931047619,0.942307692,0.998544053,0.031661987,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,1,1,0.3,3,342,612,7,1,1,0.8,3,20240104_065130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978655137,1,1,1,1,1,0.885683761,0.903846154,0.902857143,0.932692308,0.937142857,0.902857143,0.88952381,0.903846154,0.998839416,0.030311584,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,5,1,1,0.3,3,128,196,5,2,1,0.7,2,20240103_185124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989189189,0.994594595,0.978655137,0.994594595,1,0.995348837,0.995348837,0.994444444,0.914529915,0.932692308,0.931428571,0.957264957,0.959047619,0.931428571,0.915238095,0.932692308,0.995873219,0.022673368,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,8,1,0,0.5,2,,,,,,,,20240103_125314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989189189,0.994594595,0.978655137,0.994594595,1,0.995454545,0.995454545,0.994444444,0.902136752,0.919871795,0.92,0.947115385,0.952857143,0.92,0.905142857,0.919871795,0.994915365,0.020302057,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,1,1,0.4,2,128,342,8,2,1,0.5,3,20240103_010754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989542484,0.996078431,0.978649448,0.992156863,1,0.993276836,0.995517891,0.996,0.901709402,0.926282051,0.925714286,0.960470085,0.961904762,0.925714286,0.903809524,0.926282051,0.997678619,0.019944429,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,1,0,0,3,,,,,,,,20240104_190028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978649448,1,1,1,1,1,0.935897436,0.945512821,0.948571429,0.958333333,0.962857143,0.948571429,0.940952381,0.945512821,0.998728894,0.031055212,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,1,2,0.2,3,256,342,8,1,2,0.6,3,20240104_063545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978649448,1,1,1,1,1,0.898504274,0.916666667,0.914285714,0.948717949,0.951428571,0.914285714,0.899047619,0.916666667,0.998636474,0.030095339,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,1,0,3,128,256,5,2,0,0.4,2,20240104_033851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978649448,1,1,1,1,1,0.902777778,0.923076923,0.925714286,0.954059829,0.959047619,0.925714286,0.90952381,0.923076923,0.998433957,0.025716066,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,8,1,1,0.4,3,,,,,,,,20240104_012728,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.962222222,0.983833333,0.978649448,0.975666667,1,0.978306878,0.983156966,0.982608696,0.898290598,0.919871795,0.92,0.952991453,0.95047619,0.92,0.900571429,0.919871795,0.997088531,0.026552677,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,5,1,0,0.4,0,64,342,9,1,1,0.6,2,20240103_182446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978649448,1,1,1,1,1,0.912179487,0.929487179,0.925714286,0.962606838,0.961904762,0.925714286,0.910095238,0.929487179,0.997567672,0.025654316,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,5,1,0,0,2,,,,,,,,20240103_120557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984156863,0.992078431,0.978649448,0.992078431,1,0.993220339,0.993220339,0.991918367,0.924145299,0.939102564,0.937142857,0.961538462,0.957142857,0.937142857,0.923809524,0.939102564,0.997216515,0.018306732,0.002,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,1,0,0.1,3,,,,,,,,20240103_044644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.902564103,0.926282051,0.931428571,0.962606838,0.964761905,0.931428571,0.910095238,0.926282051,0.994860423,0.027251959,0.004,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,6,1,1,0,3,,,,,,,,20240103_015312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.932264957,0.945512821,0.942857143,0.972222222,0.971428571,0.942857143,0.929714286,0.945512821,0.999188869,0.01866889,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,6,1,1,0.2,2,,,,,,,,20240103_035929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978378378,0.989189189,0.978643759,0.989189189,1,0.990697674,0.990697674,0.988888889,0.931623932,0.948717949,0.948571429,0.971153846,0.974285714,0.948571429,0.935238095,0.948717949,0.99867374,0.02157402,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,1,0.5,3,612,512,5,1,1,0.2,2,20240103_071925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.981981982,0.991891892,0.978643759,0.989189189,1,0.990697674,0.992248062,0.991666667,0.917735043,0.929487179,0.931428571,0.954059829,0.956190476,0.931428571,0.920952381,0.929487179,0.996628983,0.020019293,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,7,1,0,0.3,2,,,,,,,,20240103_104126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.885683761,0.903846154,0.908571429,0.935897436,0.94,0.908571429,0.893333333,0.903846154,0.99841543,0.019532442,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,2,1,0,3,,,,,,,,20240104_042237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.939102564,0.951923077,0.954285714,0.971153846,0.971428571,0.954285714,0.942857143,0.951923077,0.998470798,0.033474684,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,9,1,2,0,2,612,512,7,1,1,0.7,2,20240104_073015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.903632479,0.919871795,0.925714286,0.946581197,0.947619048,0.925714286,0.910095238,0.919871795,0.996389413,0.025251627,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,0,0.1,3,128,512,8,2,0,0,0,20240104_080003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.915598291,0.932692308,0.931428571,0.96474359,0.965714286,0.931428571,0.916190476,0.932692308,0.998451845,0.022107124,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,5,1,2,0,3,,,,,,,,20240104_172939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978378378,0.989189189,0.978643759,0.989189189,1,0.990803383,0.990803383,0.988888889,0.895299145,0.919871795,0.925714286,0.955128205,0.96,0.925714286,0.904761905,0.919871795,0.998544053,0.019784212,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,7,1,0,0.4,2,196,612,6,1,2,0.2,0,20240104_173201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.982608696,0.991304348,0.978643759,0.991304348,1,0.992592593,0.992592593,0.990909091,0.891025641,0.913461538,0.92,0.945512821,0.951428571,0.92,0.900952381,0.913461538,0.999428865,0.019257069,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,1,0,0.3,2,,,,,,,,20240104_175747,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.992156863,0.996078431,0.978643759,0.996078431,1,0.993220339,0.993220339,0.996,0.875641026,0.894230769,0.891428571,0.925213675,0.918095238,0.891428571,0.87352381,0.894230769,0.996590865,0.017662287,0.006,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,9,1,2,0.1,2,,,,,,,,20240104_002401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.992,0.996,0.978643759,0.996,1,0.996610169,0.996610169,0.995918367,0.919871795,0.932692308,0.931428571,0.951923077,0.951428571,0.931428571,0.918095238,0.932692308,0.99657319,0.019558191,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,7,1,0,0,3,342,512,7,2,1,0.4,3,20240103_095347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978643759,1,1,1,1,1,0.897222222,0.916666667,0.92,0.952991453,0.953333333,0.92,0.90247619,0.916666667,0.998783836,0.023200989,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,1,1,0.2,3,,,,,,,,20240103_033243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984313725,0.992156863,0.97863807,0.992156863,1,0.993220339,0.993220339,0.991836735,0.925213675,0.939102564,0.942857143,0.958333333,0.962857143,0.942857143,0.931428571,0.939102564,0.997015702,0.019563675,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,9,1,1,0.3,3,196,512,8,1,2,0.6,3,20240103_013247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.97863807,1,1,1,1,1,0.931623932,0.942307692,0.942857143,0.960470085,0.961904762,0.942857143,0.934285714,0.942307692,0.998968252,0.025715828,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,6,1,1,0,0,342,128,7,1,0,0.6,3,20240103_103217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.97863807,1,1,1,1,1,0.924145299,0.942307692,0.942857143,0.97008547,0.973333333,0.942857143,0.928571429,0.942307692,0.994989472,0.025784492,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,1,0,0,3,,,,,,,,20240103_120058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.97863807,1,1,1,1,1,0.927136752,0.939102564,0.942857143,0.959401709,0.959047619,0.942857143,0.931047619,0.939102564,0.997181378,0.018282413,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,1,1,0.5,3,,,,,,,,20240103_134425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.97863807,1,1,1,1,1,0.932692308,0.945512821,0.948571429,0.96474359,0.965714286,0.948571429,0.937142857,0.945512821,0.997310214,0.02602911,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,9,1,1,0.1,2,,,,,,,,20240103_191324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.983333333,0.991666667,0.97863807,0.991666667,1,0.992592593,0.992592593,0.991304348,0.854487179,0.881410256,0.885714286,0.927350427,0.927619048,0.885714286,0.860571429,0.881410256,0.99662877,0.021823406,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,7,1,0,0,0,256,342,9,2,2,0.1,3,20240103_223226,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.97863807,1,1,1,1,1,0.880128205,0.900641026,0.902857143,0.936965812,0.939047619,0.902857143,0.885333333,0.900641026,0.99395751,0.020266533,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,8,1,1,0.2,3,64,512,5,2,1,0.2,0,20240104_011507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.983333333,0.991666667,0.97863807,0.991666667,1,0.992592593,0.992592593,0.991304348,0.912393162,0.926282051,0.931428571,0.951923077,0.954285714,0.931428571,0.918095238,0.926282051,0.998120919,0.022643089,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,0,0,3,612,196,5,1,2,0.2,3,20240104_155814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978632381,1,1,1,1,1,0.907264957,0.923076923,0.925714286,0.957264957,0.953333333,0.925714286,0.909904762,0.923076923,0.996904755,0.021894455,0.005,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,1,2,0.7,3,,,,,,,,20240103_093659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.978632381,1,1,1,1,1,0.915384615,0.935897436,0.942857143,0.969017094,0.97047619,0.942857143,0.923428571,0.935897436,0.99843417,0.031382084,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,6,1,1,0.7,3,,,,,,,,20240104_110517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
