name,train_macro_f1-score,train_macro_f1-score,train_macro_recall,train_macro_recall,train_micro_accuracy,train_micro_accuracy,train_macro_precision,train_macro_precision,train_weighted_precision,train_weighted_precision,train_weighted_recall,train_weighted_recall,train_weighted_f1-score,train_weighted_f1-score,train_balanced_accuracy,train_balanced_accuracy,train_macro_ovr_roc_auc_score,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_f1-score,test_macro_recall,test_macro_recall,test_micro_accuracy,test_micro_accuracy,test_macro_precision,test_macro_precision,test_weighted_precision,test_weighted_precision,test_weighted_recall,test_weighted_recall,test_weighted_f1-score,test_weighted_f1-score,test_balanced_accuracy,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_macro_ovr_roc_auc_score
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
nb5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9866195016647504,,0.9871794871794872,,0.9871794871794872,,0.990981240981241,,0.9909812409812409,,0.9871794871794872,,0.9866195016647504,,0.9871794871794872,,-1.0,,0.9036324786324786,,0.9262820512820512,,0.9257142857142856,,0.9583333333333334,,0.9609523809523812,,0.9257142857142856,,0.9053333333333332,,0.9262820512820512,,-1.0,
knn5_1_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.988034188034188,,0.9903846153846154,,0.9903846153846154,,0.9946581196581198,,0.9946581196581196,,0.9903846153846154,,0.988034188034188,,0.9903846153846154,,-1.0,,0.8803724053724054,,0.903846153846154,,0.9142857142857144,,0.9587606837606836,,0.956,,0.9142857142857144,,0.8886258503401361,,0.903846153846154,,-1.0,
lr-lbfgs5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9922927499850578,0.0,0.9925213675213674,0.0,0.9925213675213677,0.0,0.9938949938949937,0.0,0.9938949938949937,0.0,0.9925213675213677,0.0,0.9922927499850578,0.0,0.9925213675213674,0.0,-1.0,0.0,0.8799145299145298,0.0,0.9070512820512822,0.0,0.9142857142857144,0.0,0.9508547008547008,0.0,0.9523809523809523,0.0,0.9142857142857144,0.0,0.8887619047619048,0.0,0.9070512820512822,0.0,-1.0,0.0
knn5_5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9790270940723428,,0.9807692307692308,,0.9807692307692308,,0.9861735486735488,,0.9861735486735486,,0.9807692307692308,,0.9790270940723428,,0.9807692307692308,,-1.0,,0.8777777777777778,,0.9006410256410257,,0.9028571428571428,,0.9465811965811964,,0.9428571428571428,,0.9028571428571428,,0.8801904761904762,,0.9006410256410257,,-1.0,
knn5_3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9866131731516348,,0.9871794871794872,,0.9871794871794872,,0.9897741147741148,,0.9897741147741148,,0.9871794871794872,,0.9866131731516348,,0.9871794871794872,,-1.0,,0.8777777777777778,,0.9006410256410257,,0.9028571428571428,,0.9465811965811964,,0.9428571428571428,,0.9028571428571428,,0.8801904761904762,,0.9006410256410257,,-1.0,
knn5_7_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9739294139746628,,0.9764957264957264,,0.9764957264957264,,0.9845709845709846,,0.9845709845709844,,0.9764957264957264,,0.9739294139746628,,0.9764957264957264,,-1.0,,0.8683760683760684,,0.8942307692307693,,0.8914285714285715,,0.939102564102564,,0.938095238095238,,0.8914285714285715,,0.8691428571428571,,0.8942307692307693,,-1.0,
svm5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.993368597214751,,0.9935897435897436,,0.9935897435897436,,0.9948107448107448,,0.9948107448107448,,0.9935897435897436,,0.993368597214751,,0.9935897435897436,,-1.0,,0.8538461538461538,,0.8846153846153846,,0.8914285714285715,,0.9423076923076924,,0.938095238095238,,0.8914285714285715,,0.8603809523809524,,0.8846153846153846,,-1.0,
lr-lbfgs8_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9922927499850578,0.0,0.9925213675213674,0.0,0.9925213675213677,0.0,0.9938949938949937,0.0,0.9938949938949937,0.0,0.9925213675213677,0.0,0.9922927499850578,0.0,0.9925213675213674,0.0,-1.0,0.0,0.8335775335775336,0.0,0.8685897435897436,0.0,0.8800000000000001,0.0,0.9464743589743587,0.0,0.9431428571428573,0.0,0.8800000000000001,0.0,0.8438639455782313,0.0,0.8685897435897436,0.0,-1.0,0.0
nb8_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.987695348894444,,0.9882478632478632,,0.9882478632478632,,0.991896991896992,,0.991896991896992,,0.9882478632478632,,0.987695348894444,,0.9882478632478632,,-1.0,,0.8384615384615385,,0.875,,0.8742857142857143,,0.9284188034188032,,0.9342857142857144,,0.8742857142857143,,0.8434285714285714,,0.875,,-1.0,
rf8_200_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9944444444444444,0.0,0.9946581196581198,0.0,0.9946581196581196,0.0,0.9957264957264956,0.0,0.9957264957264956,0.0,0.9946581196581196,0.0,0.9944444444444444,0.0,0.9946581196581198,0.0,-1.0,0.0,0.8294159544159544,0.0019388401123671235,0.8675213675213675,0.0018504816320180247,0.8723809523809525,0.003299144395369338,0.9362535612535613,0.0006168272106725708,0.931111111111111,0.002396772836593839,0.8723809523809525,0.003299144395369338,0.8346031746031746,0.002788595715047389,0.8675213675213675,0.0018504816320180247,-1.0,0.0
rf8_100_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9944444444444444,0.0,0.9946581196581198,0.0,0.9946581196581196,0.0,0.9957264957264956,0.0,0.9957264957264956,0.0,0.9946581196581196,0.0,0.9944444444444444,0.0,0.9946581196581198,0.0,-1.0,0.0,0.8168192918192917,0.029628485268302637,0.8557692307692308,0.025439916452544186,0.8571428571428572,0.02618614682831905,0.9303418803418803,0.01449688301707991,0.9259682539682538,0.01650158608011616,0.8571428571428572,0.02618614682831905,0.8191292517006802,0.03185282458701185,0.8557692307692308,0.025439916452544186,-1.0,0.0
rf8_50_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9940858287012132,0.0006211406876703462,0.9943019943019943,0.000616827210672739,0.9943019943019943,0.0006168272106726268,0.9954212454212454,0.0005287090377193556,0.9954212454212454,0.0005287090377193556,0.9943019943019943,0.0006168272106726268,0.9940858287012132,0.0006211406876703462,0.9943019943019943,0.000616827210672739,-1.0,0.0,0.7987281237281237,0.029556448299802383,0.8376068376068376,0.02725929662857498,0.8380952380952381,0.027004660721443446,0.9148504273504273,0.012675911738533913,0.9097777777777777,0.0171854849193243,0.8380952380952381,0.027004660721443446,0.7998911564625849,0.030154927214919972,0.8376068376068376,0.02725929662857498,-1.0,0.0
xgb-portion0.2_5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9905312636081866,0.0006035340656493743,0.9907407407407408,0.0006168272106726108,0.9907407407407408,0.000616827210672755,0.9919032356532357,0.0009350392851260557,0.9919032356532355,0.0009350392851258872,0.9907407407407408,0.000616827210672755,0.9905312636081867,0.0006035340656492801,0.9907407407407408,0.0006168272106726108,-1.0,0.0,0.7350427350427351,0.03355517348511761,0.7863247863247863,0.025707712426316212,0.7866666666666666,0.025767141444702272,0.8853276353276353,0.017063385125438195,0.8828571428571429,0.01694997307672174,0.7866666666666666,0.025767141444702272,0.7403809523809524,0.033334965946413185,0.7863247863247863,0.025707712426316212,-1.0,0.0
xgb-portion0.4_5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9933685972147511,0.0,0.9935897435897436,0.0,0.9935897435897436,0.0,0.9948107448107448,0.0,0.9948107448107448,0.0,0.9935897435897436,0.0,0.9933685972147511,0.0,0.9935897435897436,0.0,-1.0,0.0,0.708048433048433,0.027184100739079623,0.7638888888888888,0.027259296628574875,0.7714285714285715,0.02857142857142858,0.8648504273504273,0.027117607150634684,0.8655555555555555,0.026152931241970625,0.7714285714285715,0.02857142857142858,0.7209523809523809,0.027155385579777643,0.7638888888888888,0.027259296628574875,-1.0,0.0
knn8_3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9855373259219412,,0.9861111111111108,,0.9861111111111112,,0.9888583638583638,,0.9888583638583638,,0.9861111111111112,,0.9855373259219412,,0.9861111111111108,,-1.0,,0.7547924297924298,,0.7692307692307693,,0.7657142857142857,,0.961926961926962,,0.9587878787878787,,0.7657142857142857,,0.7542585034013606,,0.7692307692307693,,-1.0,
rf5_200_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9944444444444444,0.0,0.9946581196581198,0.0,0.9946581196581196,0.0,0.9957264957264956,0.0,0.9957264957264956,0.0,0.9946581196581196,0.0,0.9944444444444444,0.0,0.9946581196581198,0.0,-1.0,0.0,0.6999287749287749,0.026184878150709422,0.75,0.02564102564102566,0.7599999999999999,0.022857142857142826,0.873397435897436,0.02081963169861657,0.8722222222222222,0.020538848392080346,0.7599999999999999,0.022857142857142826,0.7125079365079364,0.02244253600920722,0.75,0.02564102564102566,-1.0,0.0
rf5_100_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9944444444444444,0.0,0.9946581196581198,0.0,0.9946581196581196,0.0,0.9957264957264956,0.0,0.9957264957264956,0.0,0.9946581196581196,0.0,0.9944444444444444,0.0,0.9946581196581198,0.0,-1.0,0.0,0.6777523402523403,0.02445235160581808,0.7307692307692308,0.022435897435897436,0.7409523809523809,0.023790468565327197,0.8606684981684981,0.023231097493659206,0.8644943310657597,0.017725391950500016,0.7409523809523809,0.023790468565327197,0.6928752834467121,0.022674547361086272,0.7307692307692308,0.022435897435897436,-1.0,0.0
knn3_1_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.988034188034188,,0.9903846153846154,,0.9903846153846154,,0.9946581196581198,,0.9946581196581196,,0.9903846153846154,,0.988034188034188,,0.9903846153846154,,-1.0,,0.6763532763532764,,0.7339743589743589,,0.7371428571428571,,0.8795024420024421,,0.8751700680272109,,0.7371428571428571,,0.6818412698412698,,0.7339743589743589,,-1.0,
knn8_5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9739502578869096,,0.9764957264957264,,0.9764957264957264,,0.984099234099234,,0.984099234099234,,0.9764957264957264,,0.9739502578869096,,0.9764957264957264,,-1.0,,0.7344536844536845,,0.7467948717948718,,0.7371428571428571,,0.9514346764346764,,0.9494149659863946,,0.7371428571428571,,0.7284736164736164,,0.7467948717948718,,-1.0,
svm8_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9944444444444444,,0.9946581196581198,,0.9946581196581196,,0.9957264957264956,,0.9957264957264956,,0.9946581196581196,,0.9944444444444444,,0.9946581196581198,,-1.0,,0.6945825053668191,,0.717948717948718,,0.7257142857142858,,0.957457264957265,,0.9484380952380952,,0.7257142857142858,,0.6970080476635099,,0.717948717948718,,-1.0,
xgb-portion0.6_5_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9933685972147511,0.0,0.9935897435897436,0.0,0.9935897435897436,0.0,0.9948107448107448,0.0,0.9948107448107448,0.0,0.9935897435897436,0.0,0.9933685972147511,0.0,0.9935897435897436,0.0,-1.0,0.0,0.6463115588115588,0.0028887040254878815,0.701923076923077,0.008479972150848095,0.7161904761904762,0.006598288790738595,0.8478835978835978,0.011960479929056488,0.8536054421768707,0.011228199757942,0.7161904761904762,0.006598288790738595,0.6657913832199546,0.0021196708371865602,0.701923076923077,0.008479972150848095,-1.0,0.0
knn8_7_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.965403249339901,,0.97008547008547,,0.97008547008547,,0.980894105894106,,0.980894105894106,,0.97008547008547,,0.965403249339901,,0.97008547008547,,-1.0,,0.7108818011257035,,0.7275641025641025,,0.7085714285714285,,0.951397107166338,,0.9493479853479854,,0.7085714285714285,,0.6959721254355401,,0.7275641025641025,,-1.0,
rf5_50_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9940858287012132,0.0006211406876704022,0.9943019943019943,0.000616827210672771,0.9943019943019943,0.0006168272106725708,0.9954212454212454,0.0005287090377193235,0.9954212454212454,0.0005287090377193235,0.9943019943019943,0.0006168272106725708,0.9940858287012132,0.0006211406876704022,0.9943019943019943,0.000616827210672771,-1.0,0.0,0.637508218277449,0.02815180266838773,0.6955128205128206,0.016654334688162294,0.699047619047619,0.01319657758147719,0.8603988603988603,0.019039388800758547,0.8568253968253968,0.014602311913786614,0.699047619047619,0.01319657758147719,0.6467057387057387,0.023281448841936475,0.6955128205128206,0.016654334688162294,-1.0,0.0
nb3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9798104987019014,0.0,0.9807692307692308,0.0,0.9807692307692308,0.0,0.9863261738261738,0.0,0.9863261738261738,0.0,0.9807692307692308,0.0,0.9798104987019014,0.0,0.9807692307692308,0.0,-1.0,0.0,0.6260989010989011,0.0,0.6891025641025641,0.0,0.6971428571428572,0.0,0.860897435897436,0.0,0.864,0.0,0.6971428571428572,0.0,0.6402448979591837,0.0,0.6891025641025641,0.0,-1.0,0.0
lr3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9922927499850577,0.0,0.9925213675213674,0.0,0.9925213675213675,0.0,0.9938949938949938,0.0,0.9938949938949938,0.0,0.9925213675213675,0.0,0.9922927499850577,0.0,0.9925213675213674,0.0,-1.0,0.0,0.6387769637769638,0.0,0.6955128205128206,0.0,0.6914285714285714,0.0,0.8524725274725272,0.0,0.8493605442176869,0.0,0.6914285714285714,0.0,0.6419773242630386,0.0,0.6955128205128206,0.0,-1.0,0.0
svm3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.993368597214751,0.0,0.9935897435897436,0.0,0.9935897435897436,0.0,0.9948107448107448,0.0,0.9948107448107448,0.0,0.9935897435897436,0.0,0.993368597214751,0.0,0.9935897435897436,0.0,-1.0,0.0,0.6348096348096348,0.0,0.6923076923076923,0.0,0.6914285714285714,0.0,0.8497150997150996,0.0,0.8339682539682539,0.0,0.6914285714285714,0.0,0.6367272727272728,0.0,0.6923076923076923,0.0,-1.0,0.0
lr-lbfgs3_oversampled_t70_trainnoise-0_testnoise-2_thresh-2,0.9922927499850578,0.0,0.9925213675213674,0.0,0.9925213675213677,0.0,0.9938949938949937,0.0,0.9938949938949937,0.0,0.9925213675213677,0.0,0.9922927499850578,0.0,0.9925213675213674,0.0,-1.0,0.0,0.6387769637769638,0.0,0.6955128205128205,0.0,0.6914285714285714,0.0,0.8524725274725273,0.0,0.849360544217687,0.0,0.6914285714285714,0.0,0.6419773242630386,0.0,0.6955128205128205,0.0,-1.0,0.0
