val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,datetime,trials,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel
0.9666666666666666,0.9833333333333334,0.951945613835476,0.9833333333333334,1.0,0.9854497354497356,0.9854497354497356,0.9826086956521738,0.8792735042735043,0.9006410256410257,0.9028571428571428,0.935897435897436,0.94,0.9028571428571428,0.8857142857142857,0.9006410256410257,0.9982682810069696,0.0220742225646972,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,9,1,1,0.4,0,20240111_151641,1.0,512.0,196.0,5.0,1.0,2.0,0.2,2.0
0.9604705882352942,0.9802352941176472,0.951945613835476,0.9802352941176472,1.0,0.9830508474576272,0.9830508474576272,0.979673469387755,0.8461538461538461,0.8717948717948718,0.8742857142857143,0.9123931623931624,0.9190476190476192,0.8742857142857143,0.8523809523809524,0.8717948717948718,0.9933976616256864,0.0179486274719238,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,5,2,0,0.5,0,20240111_203116,1.0,,,,,,,
1.0,1.0,0.951945613835476,1.0,1.0,1.0,1.0,1.0,0.8707264957264956,0.8974358974358975,0.8914285714285715,0.9444444444444444,0.9447619047619048,0.8914285714285715,0.8695238095238096,0.8974358974358975,0.9923803938404296,0.0217382907867431,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,9,2,2,0.6,0,20240111_230001,,,,,,,,
1.0,1.0,0.951945613835476,1.0,1.0,1.0,1.0,1.0,0.857905982905983,0.8878205128205128,0.8857142857142857,0.9364316239316238,0.9366666666666668,0.8857142857142857,0.8586666666666666,0.8878205128205128,0.9951907105584602,0.0193221569061279,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,5,1,2,0.0,0,20240111_230055,1.0,,,,,,,
0.9529731071915946,0.9744598454766524,0.951945613835476,0.9765383691938314,0.996638418079096,0.9730508474576272,0.971939736346516,0.9736326530612246,0.9134615384615384,0.9294871794871796,0.9314285714285714,0.9583333333333334,0.96,0.9314285714285714,0.9180952380952382,0.9294871794871796,0.9933316467599904,0.019578218460083,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,2,1,0.6,3,20240112_003158,1.0,196.0,256.0,5.0,1.0,0.0,0.4,2.0
0.9666666666666666,0.9833333333333334,0.951945613835476,0.9833333333333334,1.0,0.9851851851851852,0.9851851851851852,0.9818181818181818,0.8927350427350428,0.9166666666666666,0.9142857142857144,0.9508547008547008,0.9523809523809524,0.9142857142857144,0.8944761904761904,0.9166666666666666,0.9965359231604,0.0196039676666259,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,2,0,0.7,2,20240112_072039,,,,,,,,
0.992156862745098,0.996078431372549,0.951945613835476,0.996078431372549,1.0,0.9966666666666668,0.9966666666666668,0.996,0.9196581196581196,0.939102564102564,0.9428571428571428,0.969017094017094,0.9704761904761904,0.9428571428571428,0.9253333333333332,0.939102564102564,0.9943791536127592,0.0204946994781494,0.002,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,6,2,0,0.6,0,20240112_134935,1.0,196.0,342.0,6.0,1.0,2.0,0.4,0.0
0.9222380275011854,0.9628733997155048,0.951945613835476,0.9576102418207684,1.0,0.9584566596194504,0.961522198731501,0.961111111111111,0.8933760683760684,0.9102564102564102,0.9028571428571428,0.938034188034188,0.9390476190476188,0.9028571428571428,0.8908571428571429,0.9102564102564102,0.9965361361115797,0.0204207897186279,0.0008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,1,0.3,3,20240112_181004,1.0,342.0,342.0,6.0,2.0,0.0,0.0,2.0
0.9428571428571428,0.9714285714285716,0.951945613835476,0.9714285714285716,1.0,0.9714285714285716,0.9714285714285716,0.9666666666666668,0.9175213675213676,0.9294871794871796,0.9314285714285714,0.9540598290598288,0.9571428571428572,0.9314285714285714,0.9215238095238094,0.9294871794871796,0.998544478686994,0.029613971710205,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,21,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,6,1,1,0.6,3,20240112_193136,1.0,64.0,512.0,9.0,2.0,1.0,0.6,2.0
0.9564057971014492,0.9753043478260868,0.951945613835476,0.9796521739130434,0.9962962962962962,0.977777777777778,0.9753086419753084,0.9739130434782608,0.8737179487179486,0.9006410256410257,0.9028571428571428,0.9444444444444444,0.9457142857142856,0.9028571428571428,0.8777142857142857,0.9006410256410257,0.9921427403239244,0.0193243026733398,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,5,2,0,0.3,0,20240112_215956,1.0,,,,,,,
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8685897435897436,0.8910256410256411,0.8914285714285715,0.9294871794871796,0.9342857142857144,0.8914285714285715,0.8723809523809525,0.8910256410256411,0.998396690568307,0.0229551792144775,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,2,1,0.6,3,20240110_143514,1.0,,,,,,,
0.9619047619047618,0.9857142857142858,0.9519399249061328,0.9714285714285716,1.0,0.975,0.9833333333333332,0.9833333333333332,0.8587606837606838,0.8814102564102564,0.88,0.9177350427350428,0.9219047619047618,0.88,0.8624761904761905,0.8814102564102564,0.9966834983279074,0.026874303817749,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,22,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,7,2,1,0.5,3,20240110_151534,1.0,,,,,,,
0.9854854854854856,0.9918168168168168,0.9519399249061328,0.9918168168168168,0.9977272727272728,0.9908033826638478,0.9908033826638478,0.9916666666666668,0.9155982905982908,0.935897435897436,0.9371428571428572,0.9668803418803418,0.9704761904761904,0.9371428571428572,0.9209523809523807,0.935897435897436,0.9975125172703406,0.0207037925720214,0.002,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,7,2,1,0.7,0,20240110_162454,1.0,128.0,128.0,7.0,2.0,0.0,0.5,2.0
0.972222222222222,0.9875,0.9519399249061328,0.9833333333333334,1.0,0.9854497354497356,0.9878306878306878,0.9869565217391304,0.8651709401709403,0.8942307692307693,0.9028571428571428,0.9401709401709404,0.9419047619047618,0.9028571428571428,0.8758095238095237,0.8942307692307693,0.99826806805579,0.0223388671875,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,2,2,0.0,3,20240110_165920,1.0,196.0,256.0,6.0,1.0,0.0,0.8,3.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8846153846153846,0.9102564102564102,0.9142857142857144,0.9508547008547008,0.9533333333333333,0.9142857142857144,0.8923809523809525,0.9102564102564102,0.995559967903998,0.0224456787109375,0.005,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,8,2,2,0.5,2,20240111_020830,2.0,,,,,,,
0.9927927927927928,0.9972972972972972,0.9519399249061328,0.9945945945945944,1.0,0.9953488372093025,0.9968992248062016,0.997222222222222,0.8974358974358975,0.9166666666666666,0.9142857142857144,0.9540598290598288,0.956190476190476,0.9142857142857144,0.8980952380952381,0.9166666666666666,0.9917251430606024,0.0238525867462158,0.001,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,2,0,0.5,0,20240111_024326,1.0,512.0,196.0,9.0,1.0,1.0,0.5,0.0
0.9747747747747748,0.9891891891891892,0.9519399249061328,0.9837837837837838,1.0,0.9861522198731502,0.9892177589852008,0.9888888888888888,0.8386752136752137,0.8621794871794872,0.8628571428571429,0.8942307692307693,0.8971428571428571,0.8628571428571429,0.8438095238095239,0.8621794871794872,0.996590438662394,0.0221691131591796,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,6,2,1,0.6,0,20240111_025246,2.0,342.0,612.0,6.0,2.0,0.0,0.7,0.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.893162393162393,0.9198717948717948,0.92,0.9551282051282052,0.96,0.92,0.899047619047619,0.9198717948717948,0.9977891408527249,0.0248956680297851,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,6,2,1,0.2,2,20240111_083700,1.0,128.0,64.0,9.0,2.0,1.0,0.2,2.0
0.9884057971014492,0.9913043478260868,0.9519399249061328,0.9956521739130434,0.9964285714285716,0.9928571428571428,0.9904761904761904,0.9913043478260868,0.8824786324786325,0.907051282051282,0.9028571428571428,0.9465811965811968,0.9466666666666668,0.9028571428571428,0.8838095238095237,0.907051282051282,0.9990779213920532,0.0204620361328125,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,5,2,0,0.6,3,20240111_104413,2.0,196.0,128.0,7.0,1.0,2.0,0.4,0.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8854700854700854,0.9102564102564102,0.9085714285714286,0.9465811965811964,0.9447619047619048,0.9085714285714286,0.8872380952380952,0.9102564102564102,0.9921225099618562,0.0196516513824462,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,1,2,0.8,0,20240111_154751,1.0,,,,,,,
0.9659420289855072,0.9829710144927536,0.9519399249061328,0.9829710144927536,1.0,0.9851851851851852,0.9851851851851852,0.9822134387351776,0.8395299145299143,0.8685897435897436,0.8742857142857143,0.9252136752136751,0.9285714285714286,0.8742857142857143,0.8491428571428571,0.8685897435897436,0.9930367093761552,0.0211374759674072,0.008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,9,2,1,0.1,0,20240111_170306,1.0,64.0,196.0,6.0,2.0,1.0,0.0,0.0
0.9636363636363636,0.9818181818181818,0.9519399249061328,0.9818181818181818,1.0,0.9833333333333332,0.9833333333333332,0.98,0.903846153846154,0.9230769230769232,0.92,0.9572649572649572,0.9590476190476188,0.92,0.9057142857142856,0.9230769230769232,0.998765309060306,0.0220277309417724,0.0008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,8,2,2,0.0,2,20240111_191107,1.0,,,,,,,
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8961538461538462,0.9166666666666666,0.92,0.9519230769230768,0.9523809523809524,0.92,0.9015238095238094,0.9166666666666666,0.9944734909853506,0.0219016075134277,0.006,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,6,2,1,0.5,2,20240111_192903,1.0,,,,,,,
0.9927927927927928,0.9972972972972972,0.9519399249061328,0.9945945945945944,1.0,0.9953488372093025,0.9968992248062016,0.997222222222222,0.9034188034188034,0.9198717948717948,0.9257142857142856,0.9476495726495724,0.9495238095238095,0.9257142857142856,0.9097142857142856,0.9198717948717948,0.9977889279015448,0.0199880599975585,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,1,0.6,2,20240111_193549,1.0,342.0,64.0,5.0,2.0,2.0,0.7,2.0
0.9172753623188404,0.9586376811594204,0.9519399249061328,0.9586376811594204,1.0,0.9486772486772488,0.9486772486772488,0.9561264822134388,0.8732905982905984,0.8942307692307693,0.9028571428571428,0.9326923076923076,0.9314285714285714,0.9028571428571428,0.8807619047619047,0.8942307692307693,0.9958921717442746,0.0213503837585449,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,2,2,0.2,3,20240111_202455,1.0,196.0,128.0,6.0,1.0,0.0,0.3,0.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8664529914529916,0.8910256410256411,0.8914285714285715,0.9316239316239316,0.9276190476190476,0.8914285714285715,0.8695238095238096,0.8910256410256411,0.9956308806468264,0.0258491039276123,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,5,2,2,0.1,0,20240111_232853,1.0,,,,,,,
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8867521367521366,0.907051282051282,0.9085714285714286,0.9423076923076924,0.9428571428571428,0.9085714285714286,0.8914285714285715,0.907051282051282,0.993032450352562,0.0192439556121826,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,1,2,0.5,0,20240111_234824,1.0,,,,,,,
0.9369696969696972,0.971818181818182,0.9519399249061328,0.9618181818181816,1.0,0.9636363636363636,0.9696969696969696,0.9688888888888888,0.8873931623931625,0.907051282051282,0.9085714285714286,0.9476495726495724,0.9466666666666668,0.9085714285714286,0.8887619047619049,0.907051282051282,0.9968474707362488,0.0219323635101318,0.0008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,6,1,2,0.7,2,20240112_004720,1.0,,,,,,,
0.8857142857142858,0.9428571428571428,0.9519399249061328,0.9428571428571428,1.0,0.9464285714285716,0.9464285714285716,0.9333333333333332,0.8884615384615384,0.9102564102564102,0.9142857142857144,0.9497863247863249,0.9485714285714286,0.9142857142857144,0.8935238095238094,0.9102564102564102,0.9973281015487512,0.0295252799987792,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,8,1,1,0.2,0,20240112_004953,1.0,128.0,64.0,7.0,2.0,0.0,0.3,0.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.907051282051282,0.9262820512820512,0.9257142857142856,0.9615384615384616,0.9628571428571427,0.9257142857142856,0.9085714285714286,0.9262820512820512,0.997567458674694,0.0218791961669921,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,5,2,0,0.7,2,20240112_100307,,,,,,,,
0.981846153846154,0.9922307692307692,0.9519399249061328,0.9883076923076924,1.0,0.9899435028248588,0.9921845574387947,0.9919591836734692,0.9121794871794872,0.9326923076923076,0.9371428571428572,0.965811965811966,0.9647619047619046,0.9371428571428572,0.9177142857142856,0.9326923076923076,0.9974929257618116,0.0211901664733886,0.005,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,9,2,1,0.5,2,20240112_103401,1.0,512.0,342.0,7.0,1.0,1.0,0.4,0.0
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.8820512820512822,0.903846153846154,0.9085714285714286,0.9497863247863249,0.9485714285714286,0.9085714285714286,0.8878095238095238,0.903846153846154,0.9947654470526706,0.0194158554077148,0.001,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,1,0,0.8,0,20240112_164501,,,,,,,,
0.9747747747747748,0.9891891891891892,0.9519399249061328,0.9837837837837838,1.0,0.9816067653276956,0.984707540521494,0.9888888888888888,0.9036324786324784,0.9262820512820512,0.9257142857142856,0.9583333333333334,0.9609523809523812,0.9257142857142856,0.9053333333333332,0.9262820512820512,0.9981019661356516,0.0184001922607421,0.001,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,24,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,8,2,2,0.6,2,20240112_191524,1.0,,,,,,,
1.0,1.0,0.9519399249061328,1.0,1.0,1.0,1.0,1.0,0.885042735042735,0.9102564102564102,0.9085714285714286,0.9513888888888888,0.9566666666666668,0.9085714285714286,0.886095238095238,0.9102564102564102,0.997899236612611,0.0217552185058593,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,8,1,0,0.1,0,20240112_231854,,,,,,,,
1.0,1.0,0.9519342359767892,1.0,1.0,1.0,1.0,1.0,0.9207264957264956,0.935897435897436,0.9371428571428572,0.9615384615384616,0.963809523809524,0.9371428571428572,0.9243809523809524,0.935897435897436,0.9990048791374284,0.0255646705627441,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,2,1,0.2,3,20240112_121758,,,,,,,,
1.0,1.0,0.9519342359767892,1.0,1.0,1.0,1.0,1.0,0.8769230769230768,0.8974358974358975,0.8971428571428571,0.939102564102564,0.9409523809523812,0.8971428571428571,0.8786666666666666,0.8974358974358975,0.9954119668341316,0.0194752216339111,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,9,1,1,0.5,2,20240111_234514,,,,,,,,
0.9777777777777776,0.9916666666666666,0.9519342359767892,0.9833333333333334,1.0,0.9851851851851852,0.9901234567901234,0.9913043478260868,0.8775641025641026,0.8974358974358975,0.8971428571428571,0.939636752136752,0.9347619047619048,0.8971428571428571,0.8794285714285713,0.8974358974358975,0.9901427028445168,0.0193762779235839,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,1,1,0.7,0,20240111_232353,,,,,,,,
0.9819004524886878,0.9922322775263952,0.9519342359767892,0.9883861236802414,1.0,0.9899435028248588,0.992165725047081,0.992,0.8961538461538462,0.9166666666666666,0.9142857142857144,0.9497863247863249,0.941904761904762,0.9142857142857144,0.8948571428571428,0.9166666666666666,0.9911540079967428,0.0190162658691406,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,2,1,0.8,0,20240110_152330,2.0,,,,,,,
1.0,1.0,0.9519342359767892,1.0,1.0,1.0,1.0,1.0,0.8828144078144078,0.903846153846154,0.8971428571428571,0.9508547008547008,0.9523809523809524,0.8971428571428571,0.8799183673469388,0.903846153846154,0.9863755964762544,0.0206160545349121,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,9,2,2,0.6,0,20240110_163849,1.0,,,,,,,
0.9833333333333332,0.9916666666666668,0.9519342359767892,0.9916666666666668,1.0,0.9928571428571428,0.9928571428571428,0.9913043478260868,0.8712759462759464,0.8974358974358975,0.8971428571428571,0.9508547008547008,0.9514285714285714,0.8971428571428571,0.8736326530612246,0.8974358974358975,0.9957058394620684,0.0231366157531738,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,7,1,2,0.5,0,20240110_192937,3.0,512.0,342.0,7.0,2.0,2.0,0.0,0.0
0.9636363636363636,0.9818181818181818,0.9519342359767892,0.9818181818181818,1.0,0.9833333333333332,0.9833333333333332,0.98,0.8373931623931623,0.8717948717948718,0.8685714285714285,0.9294871794871796,0.9295238095238096,0.8685714285714285,0.8405714285714285,0.8717948717948718,0.9907151156154544,0.0226004123687744,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,6,2,1,0.8,0,20240110_214651,1.0,,,,,,,
1.0,1.0,0.9519342359767892,1.0,1.0,1.0,1.0,1.0,0.8336691086691089,0.8685897435897436,0.8742857142857143,0.9382478632478632,0.9308571428571428,0.8742857142857143,0.8396462585034014,0.8685897435897436,0.99251966391193,0.0238311290740966,0.007,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,1,2,0.0,0,20240111_025212,3.0,,,,,,,
1.0,1.0,0.9519342359767892,1.0,1.0,1.0,1.0,1.0,0.9132478632478632,0.9294871794871796,0.9257142857142856,0.9594017094017092,0.956190476190476,0.9257142857142856,0.9119999999999998,0.9294871794871796,0.9963123244217524,0.021761417388916,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,1,0,0.5,0,20240111_075248,1.0,,,,,,,
0.9517768780926674,0.9767881241565451,0.9519342359767892,0.9715249662618084,0.9976744186046512,0.9723044397463004,0.9753347427766031,0.975,0.8555555555555554,0.8782051282051282,0.88,0.9155982905982905,0.9228571428571428,0.88,0.8624761904761905,0.8782051282051282,0.9966466577738252,0.0185060501098632,0.001,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,6,2,0,0.0,2,20240111_114620,2.0,,,,,,,
0.9556500754147812,0.9784660633484163,0.9519342359767892,0.9765429864253392,1.0,0.9797740112994352,0.9808851224105462,0.9777551020408164,0.870940170940171,0.8942307692307693,0.8971428571428571,0.939102564102564,0.94,0.8971428571428571,0.8765714285714288,0.8942307692307693,0.9979181892676012,0.0195765495300292,0.002,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,5,2,1,0.6,0,20240111_131321,1.0,196.0,196.0,7.0,2.0,0.0,0.1,2.0
