val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,datetime,trials,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9014957264957264,0.9230769230769232,0.9257142857142856,0.9583333333333334,0.9609523809523808,0.9257142857142856,0.9072380952380952,0.9230769230769232,0.9984514190214808,0.0224266052246093,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,6,1,0,0.1,3,20240110_152240,1.0,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9245726495726496,0.935897435897436,0.9371428571428572,0.9572649572649572,0.9552380952380952,0.9371428571428572,0.9264761904761905,0.935897435897436,0.9975493578244228,0.0198194980621337,0.001,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,0,0.2,3,20240110_153117,1.0,,,,,,,
0.985925925925926,0.9888888888888888,0.9743713733075434,0.9953703703703703,0.9945736434108527,0.9906976744186048,0.9872868217054264,0.9888888888888888,0.9209401709401712,0.939102564102564,0.9428571428571428,0.971153846153846,0.9714285714285714,0.9428571428571428,0.9257142857142856,0.939102564102564,0.9977525132498224,0.0192818641662597,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,2,2,0.1,3,20240110_153242,2.0,,,,,,,
0.9833333333333332,0.9916666666666668,0.9743713733075434,0.9916666666666668,1.0,0.9925925925925926,0.9925925925925926,0.9913043478260868,0.9032051282051282,0.9262820512820512,0.9257142857142856,0.9652777777777776,0.9690476190476188,0.9257142857142856,0.906095238095238,0.9262820512820512,0.9946393799543092,0.0222945213317871,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,8,2,0,0.1,3,20240110_201411,1.0,342.0,342.0,7.0,2.0,0.0,0.4,2.0
0.9675675675675676,0.9837837837837838,0.9743713733075434,0.9837837837837838,1.0,0.9816067653276956,0.9816067653276956,0.9833333333333334,0.9102564102564102,0.9294871794871796,0.9314285714285714,0.9604700854700854,0.9619047619047618,0.9314285714285714,0.9152380952380952,0.9294871794871796,0.9979914444734058,0.0206987857818603,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,1,0,0.1,3,20240110_202649,1.0,256.0,256.0,6.0,2.0,1.0,0.3,2.0
0.981981981981982,0.991891891891892,0.9743713733075434,0.9891891891891892,1.0,0.9906976744186048,0.992248062015504,0.9916666666666666,0.9147435897435896,0.9294871794871796,0.9314285714285714,0.9583333333333334,0.9542857142857144,0.9314285714285714,0.9165714285714284,0.9294871794871796,0.9989676126809872,0.0206513404846191,0.002,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,0,0.1,3,20240111_012312,1.0,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9057692307692308,0.9230769230769232,0.9257142857142856,0.9497863247863249,0.9504761904761904,0.9257142857142856,0.9100952380952382,0.9230769230769232,0.9987655220114856,0.0187845230102539,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,9,1,2,0.4,3,20240111_055425,1.0,,,,,,,
0.9867712418300654,0.9940392156862746,0.9743713733075434,0.9920784313725493,1.0,0.9932203389830508,0.9943502824858758,0.9939183673469388,0.928846153846154,0.9423076923076924,0.9371428571428572,0.9626068376068376,0.9571428571428572,0.9371428571428572,0.9255238095238096,0.9423076923076924,0.9984326793176704,0.0184483528137207,0.006,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,5,1,2,0.0,2,20240111_071956,1.0,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9057692307692308,0.9198717948717948,0.9257142857142856,0.9433760683760684,0.9447619047619048,0.9257142857142856,0.912,0.9198717948717948,0.9984339570247482,0.0195286273956298,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,6,2,2,0.5,3,20240111_074636,2.0,,,,,,,
0.9842091503267972,0.9921176470588235,0.9743713733075434,0.9901176470588235,0.9983050847457626,0.9898305084745764,0.990960451977401,0.9919591836734692,0.8940170940170941,0.9134615384615384,0.92,0.9487179487179488,0.9495238095238094,0.92,0.9015238095238094,0.9134615384615384,0.9980101841772164,0.0179889202117919,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,2,2,0.3,3,20240111_104338,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9079059829059828,0.9294871794871796,0.9257142857142856,0.9636752136752136,0.9628571428571427,0.9257142857142856,0.9062857142857144,0.9294871794871796,0.9932564749935688,0.0184993743896484,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,9,1,2,0.0,2,20240112_112603,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.8858974358974359,0.9134615384615384,0.9142857142857144,0.9577991452991452,0.9604761904761904,0.9142857142857144,0.8895238095238093,0.9134615384615384,0.9990048791374284,0.0259900093078613,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,2,0.5,0,20240111_131142,1.0,342.0,64.0,9.0,1.0,2.0,0.1,2.0
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.8993589743589744,0.9166666666666666,0.92,0.9433760683760684,0.9447619047619048,0.92,0.9043809523809524,0.9166666666666666,0.9976230389325864,0.0214796066284179,0.002,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,8,1,1,0.1,0,20240111_134012,2.0,196.0,128.0,9.0,1.0,2.0,0.5,2.0
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9326923076923076,0.9314285714285714,0.9604700854700854,0.956190476190476,0.9314285714285714,0.9171428571428571,0.9326923076923076,0.9945039430040428,0.0195174217224121,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,6,1,0,0.7,2,20240111_191253,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.925,0.935897435897436,0.9371428571428572,0.9594017094017092,0.9590476190476191,0.9371428571428572,0.9272380952380952,0.935897435897436,0.997604938082315,0.0195446014404296,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,5,1,1,0.0,2,20240111_211749,,,,,,,,
0.9747747747747748,0.9891891891891892,0.9743713733075434,0.9837837837837838,1.0,0.9861522198731502,0.9892177589852008,0.9888888888888888,0.8696581196581196,0.8942307692307693,0.8971428571428571,0.938034188034188,0.9419047619047618,0.8971428571428571,0.8771428571428571,0.8942307692307693,0.9938101480606962,0.0184152126312255,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,0,0.3,0,20240111_231109,,,,,,,,
0.981981981981982,0.991891891891892,0.9743713733075434,0.9891891891891892,1.0,0.9908033826638478,0.9923537702607468,0.9916666666666668,0.9047008547008548,0.9230769230769232,0.9257142857142856,0.9572649572649572,0.96,0.9257142857142856,0.910095238095238,0.9230769230769232,0.9957626974270386,0.0200068950653076,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,9,1,0,0.2,2,20240111_235952,1.0,196.0,342.0,7.0,2.0,1.0,0.5,0.0
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.903846153846154,0.9230769230769232,0.92,0.9476495726495724,0.9447619047619048,0.92,0.903809523809524,0.9230769230769232,0.9975857724761452,0.02555513381958,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,6,1,2,0.0,2,20240112_002901,,,,,,,,
0.9867712418300654,0.9940392156862746,0.9743713733075434,0.9920784313725493,1.0,0.9932203389830508,0.9943502824858758,0.9939183673469388,0.8811965811965812,0.903846153846154,0.9142857142857144,0.9401709401709404,0.9447619047619048,0.9142857142857144,0.892952380952381,0.903846153846154,0.9987657349626656,0.0182335376739501,0.001,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,8,1,1,0.6,3,20240112_004247,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9102564102564102,0.9294871794871796,0.9314285714285714,0.9604700854700854,0.9619047619047618,0.9314285714285714,0.9152380952380952,0.9294871794871796,0.9970883185204492,0.0220565795898437,0.005,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,1,0.6,3,20240112_010241,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.8935897435897434,0.9134615384615384,0.9142857142857144,0.9476495726495724,0.9495238095238095,0.9142857142857144,0.8959999999999999,0.9134615384615384,0.99843289226885,0.0220012664794921,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,7,1,1,0.2,2,20240112_031040,,,,,,,,
0.968136557610242,0.9840682788051208,0.9743713733075434,0.9840682788051208,1.0,0.9860465116279068,0.9860465116279068,0.9833333333333332,0.9042735042735044,0.9198717948717948,0.9257142857142856,0.9487179487179488,0.9485714285714286,0.9257142857142856,0.9093333333333332,0.9198717948717948,0.9978076676053556,0.0184435844421386,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,5,2,0,0.2,3,20240112_041216,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9192307692307692,0.935897435897436,0.9314285714285714,0.9567307692307692,0.9557142857142856,0.9314285714285714,0.9165714285714286,0.935897435897436,0.9985074251817324,0.0185110569000244,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,6,1,1,0.4,3,20240112_042516,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9143162393162392,0.935897435897436,0.9371428571428572,0.967948717948718,0.9695238095238096,0.9371428571428572,0.9167619047619048,0.935897435897436,0.9973651550540128,0.0247259140014648,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,5,2,0,0.3,0,20240112_042545,1.0,196.0,196.0,8.0,1.0,0.0,0.4,3.0
0.981437908496732,0.9900392156862744,0.9743713733075434,0.990078431372549,0.9983333333333334,0.9898870056497177,0.9899058380414314,0.9899183673469388,0.8899572649572648,0.9134615384615384,0.9085714285714286,0.9519230769230768,0.9542857142857144,0.9085714285714286,0.8895238095238095,0.9134615384615384,0.9977520873474632,0.0179474353790283,0.005,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,2,0,0.4,3,20240112_083339,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9241452991452992,0.9423076923076924,0.9371428571428572,0.969017094017094,0.9695238095238096,0.9371428571428572,0.9219047619047618,0.9423076923076924,0.9950616621435838,0.0255937576293945,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,2,0.7,2,20240112_113144,,,,,,,,
0.9675675675675676,0.9837837837837838,0.9743713733075434,0.9837837837837838,1.0,0.9861522198731502,0.9861522198731502,0.9833333333333334,0.9145299145299146,0.9326923076923076,0.9371428571428572,0.9636752136752136,0.9647619047619048,0.9371428571428572,0.9209523809523812,0.9326923076923076,0.9988577298722804,0.0184974670410156,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,9,2,1,0.0,3,20240112_123927,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.907051282051282,0.9262820512820512,0.9257142857142856,0.9615384615384616,0.9628571428571427,0.9257142857142856,0.9085714285714286,0.9262820512820512,0.9976390102710616,0.0194644927978515,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,7,1,0,0.8,2,20240112_163824,1.0,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9113247863247864,0.9294871794871796,0.9314285714285714,0.9572649572649572,0.961904761904762,0.9314285714285714,0.9171428571428571,0.9294871794871796,0.9977697622953752,0.0220928192138671,0.005,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,9,1,0,0.5,3,20240112_183344,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9066239316239316,0.9262820512820512,0.9314285714285714,0.9604700854700854,0.9580952380952382,0.9314285714285714,0.9116190476190476,0.9262820512820512,0.9989499377330752,0.0185506343841552,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,9,1,1,0.3,2,20240112_195140,,,,,,,,
1.0,1.0,0.9743713733075434,1.0,1.0,1.0,1.0,1.0,0.9273504273504276,0.9423076923076924,0.9428571428571428,0.9647435897435898,0.9628571428571427,0.9428571428571428,0.9295238095238096,0.9423076923076924,0.9950062948368708,0.0305917263031005,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,7,1,2,0.1,2,20240112_223840,1.0,256.0,612.0,9.0,2.0,1.0,0.6,2.0
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9316239316239316,0.9455128205128204,0.9428571428571428,0.969551282051282,0.9685714285714284,0.9428571428571428,0.9295238095238096,0.9455128205128204,0.9987280426038648,0.02207612991333,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,6,1,1,0.3,3,20240112_140711,,,,,,,,
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9096153846153844,0.9294871794871796,0.9314285714285714,0.9668803418803418,0.9647619047619046,0.9314285714285714,0.912190476190476,0.9294871794871796,0.9985627924884454,0.026120901107788,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,6,1,1,0.0,2,20240110_150315,1.0,342.0,196.0,5.0,2.0,2.0,0.0,3.0
0.9707146858743496,0.983996798719488,0.9743656843782,0.9860376150460184,0.9983050847457626,0.986497175141243,0.985367231638418,0.9837551020408164,0.8822649572649572,0.907051282051282,0.9085714285714286,0.9497863247863249,0.9504761904761906,0.9085714285714286,0.8872380952380952,0.907051282051282,0.9939008652632332,0.0204949378967285,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,1,1,0.5,2,20240110_163611,2.0,256.0,196.0,8.0,2.0,0.0,0.0,3.0
0.9659420289855072,0.9829710144927536,0.9743656843782,0.9829710144927536,1.0,0.9851851851851852,0.9851851851851852,0.9822134387351776,0.9134615384615384,0.9262820512820512,0.9257142857142856,0.9487179487179488,0.9514285714285714,0.9257142857142856,0.916190476190476,0.9262820512820512,0.9992078216116486,0.0197381973266601,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,5,2,0,0.3,3,20240110_170650,,,,,,,,
0.9833333333333332,0.9916666666666668,0.9743656843782,0.9916666666666668,1.0,0.9925925925925926,0.9925925925925926,0.9913043478260868,0.9188034188034188,0.935897435897436,0.9371428571428572,0.9583333333333334,0.9628571428571427,0.9371428571428572,0.923809523809524,0.935897435897436,0.9953182683150792,0.0227248668670654,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,1,0,0.0,3,20240110_180459,1.0,512.0,612.0,9.0,2.0,2.0,0.1,3.0
0.992156862745098,0.996078431372549,0.9743656843782,0.996078431372549,1.0,0.9966666666666668,0.9966666666666668,0.996,0.9367521367521368,0.9519230769230768,0.9542857142857144,0.9754273504273504,0.976190476190476,0.9542857142857144,0.9405714285714284,0.9519230769230768,0.9989857135312588,0.0183589458465576,0.006,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,9,1,0,0.5,3,20240110_185253,2.0,,,,,,,
0.9891891891891892,0.9945945945945944,0.9743656843782,0.9945945945945944,1.0,0.9953488372093025,0.9953488372093025,0.9944444444444444,0.8747863247863248,0.8942307692307693,0.8971428571428571,0.9348290598290596,0.9266666666666667,0.8971428571428571,0.8758095238095237,0.8942307692307693,0.9945280064873449,0.0187671184539794,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,6,1,1,0.1,0,20240110_201016,1.0,,,,,,,
0.9891891891891892,0.9945945945945944,0.9743656843782,0.9945945945945944,1.0,0.9953488372093025,0.9953488372093025,0.9944444444444444,0.8982905982905982,0.9230769230769232,0.92,0.9583333333333334,0.9580952380952382,0.92,0.8977142857142857,0.9230769230769232,0.9983971164706662,0.021996259689331,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,1,0.3,3,20240110_214301,1.0,342.0,196.0,9.0,2.0,1.0,0.7,0.0
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9284188034188032,0.9423076923076924,0.9428571428571428,0.9636752136752136,0.9676190476190476,0.9428571428571428,0.9323809523809524,0.9423076923076924,0.9959106984969056,0.0199892520904541,0.008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,9,1,2,0.3,2,20240110_224352,1.0,,,,,,,
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9153846153846156,0.935897435897436,0.9428571428571428,0.969017094017094,0.9704761904761904,0.9428571428571428,0.9234285714285716,0.935897435897436,0.9979920833269448,0.0260262489318847,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,7,2,2,0.0,3,20240111_024205,2.0,,,,,,,
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9079059829059828,0.9262820512820512,0.9314285714285714,0.9561965811965814,0.956190476190476,0.9314285714285714,0.913904761904762,0.9262820512820512,0.9983049086098718,0.0186035633087158,0.005,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,9,1,2,0.1,2,20240111_030601,3.0,,,,,,,
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.907051282051282,0.9262820512820512,0.9257142857142856,0.9615384615384616,0.9628571428571427,0.9257142857142856,0.9085714285714286,0.9262820512820512,0.9992996035700838,0.0185897350311279,0.001,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,6,1,0,0.3,3,20240111_122546,2.0,,,,,,,
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.9087606837606836,0.9262820512820512,0.9314285714285714,0.9572649572649572,0.9552380952380952,0.9314285714285714,0.9135238095238094,0.9262820512820512,0.9986179468439784,0.0247917175292968,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,9,1,1,0.1,3,20240111_124516,1.0,128.0,512.0,7.0,2.0,1.0,0.2,0.0
1.0,1.0,0.9743656843782,1.0,1.0,1.0,1.0,1.0,0.8831196581196582,0.9006410256410257,0.9028571428571428,0.938034188034188,0.938095238095238,0.9028571428571428,0.884952380952381,0.9006410256410257,0.996868339951856,0.0257060527801513,0.008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,5,1,2,0.5,3,20240111_145257,,,,,,,,
0.9846153846153848,0.9923076923076924,0.9743656843782,0.9923076923076924,1.0,0.9932203389830508,0.9932203389830508,0.992,0.9066239316239316,0.9198717948717948,0.92,0.9476495726495724,0.9466666666666668,0.92,0.9078095238095238,0.9198717948717948,0.9976422045387564,0.0180902481079101,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,196,5,2,0,0.3,3,20240111_171947,2.0,,,,,,,
0.9891891891891892,0.9945945945945944,0.9743656843782,0.9945945945945944,1.0,0.9953488372093025,0.9953488372093025,0.9944444444444444,0.921794871794872,0.939102564102564,0.9428571428571428,0.965811965811966,0.9676190476190476,0.9428571428571428,0.9272380952380952,0.939102564102564,0.9977516614451036,0.0186436176300048,0.0008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,71,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,512,5,1,0,0.2,3,20240111_195456,1.0,,,,,,,
