name,train_macro_f1-score,train_macro_f1-score,train_macro_recall,train_macro_recall,train_micro_accuracy,train_micro_accuracy,train_macro_precision,train_macro_precision,train_weighted_precision,train_weighted_precision,train_weighted_recall,train_weighted_recall,train_weighted_f1-score,train_weighted_f1-score,train_balanced_accuracy,train_balanced_accuracy,train_macro_ovr_roc_auc_score,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_f1-score,test_macro_recall,test_macro_recall,test_micro_accuracy,test_micro_accuracy,test_macro_precision,test_macro_precision,test_weighted_precision,test_weighted_precision,test_weighted_recall,test_weighted_recall,test_weighted_f1-score,test_weighted_f1-score,test_balanced_accuracy,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_macro_ovr_roc_auc_score
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
knn5_5_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9870876232867184,0.0,0.9871794871794872,0.0,0.9871794871794872,0.0,0.990828615828616,0.0,0.9908286158286158,0.0,0.9871794871794872,0.0,0.9870876232867184,0.0,0.9871794871794872,0.0,-1.0,0.0,0.9025641025641028,0.0,0.9230769230769232,0.0,0.9257142857142856,0.0,0.9529914529914528,0.0,0.956190476190476,0.0,0.9257142857142856,0.0,0.9081904761904762,0.0,0.9230769230769232,0.0,-1.0,0.0
knn5_3_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9923002211463752,0.0,0.9925213675213674,0.0,0.9925213675213675,0.0,0.9937423687423688,0.0,0.9937423687423688,0.0,0.9925213675213675,0.0,0.992300221146375,0.0,0.9925213675213674,0.0,-1.0,0.0,0.9023504273504273,0.0,0.9230769230769232,0.0,0.9257142857142856,0.0,0.9572649572649572,0.0,0.9552380952380952,0.0,0.9257142857142856,0.0,0.905904761904762,0.0,0.9230769230769232,0.0,-1.0,0.0
knn5_7_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9735160813096037,0.0,0.9764957264957266,0.0,0.9764957264957264,0.0,0.984414623837701,0.0,0.9844146238377006,0.0,0.9764957264957264,0.0,0.9735160813096037,0.0,0.9764957264957266,0.0,-1.0,0.0,0.8982905982905982,0.0,0.9230769230769232,0.0,0.9257142857142856,0.0,0.9594017094017092,0.0,0.9619047619047618,0.0,0.9257142857142856,0.0,0.9043809523809524,0.0,0.9230769230769232,0.0,-1.0,0.0
lr-lbfgs5_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9989241527703068,0.0,0.998931623931624,0.0,0.998931623931624,0.0,0.9990842490842492,0.0,0.9990842490842492,0.0,0.998931623931624,0.0,0.9989241527703066,0.0,0.998931623931624,0.0,-1.0,0.0,0.901068376068376,0.0,0.9198717948717948,0.0,0.9257142857142856,0.0,0.9551282051282052,0.0,0.9514285714285714,0.0,0.9257142857142856,0.0,0.9055238095238096,0.0,0.9198717948717948,0.0,-1.0,0.0
nb5_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9911141523132474,0.0,0.9914529914529914,0.0,0.9914529914529916,0.0,0.994033744033744,0.0,0.994033744033744,0.0,0.9914529914529916,0.0,0.9911141523132472,0.0,0.9914529914529914,0.0,-1.0,0.0,0.8982905982905982,0.0,0.9198717948717948,0.0,0.9257142857142856,0.0,0.9529914529914528,0.0,0.956190476190476,0.0,0.9257142857142856,0.0,0.9062857142857144,0.0,0.9198717948717948,0.0,-1.0,0.0
rf8_100_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9989241527703068,0.0,0.998931623931624,0.0,0.998931623931624,0.0,0.9990842490842492,0.0,0.9990842490842492,0.0,0.998931623931624,0.0,0.9989241527703067,0.0,0.998931623931624,0.0,-1.0,0.0,0.8946581196581196,0.012626740771533524,0.9155982905982906,0.009791828408025265,0.921904761904762,0.008728715609439597,0.9522792022792022,0.00695128963530736,0.9549206349206348,0.005245305283129649,0.921904761904762,0.008728715609439597,0.9026666666666666,0.010618940849345832,0.9155982905982906,0.009791828408025265,-1.0,0.0
knn5_1_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9935358758888172,0.0,0.9946581196581198,0.0,0.9946581196581196,0.0,0.9970862470862472,0.0,0.997086247086247,0.0,0.9946581196581196,0.0,0.993535875888817,0.0,0.9946581196581198,0.0,-1.0,0.0,0.8925213675213675,0.0,0.9134615384615384,0.0,0.92,0.0,0.9519230769230768,0.0,0.9485714285714286,0.0,0.92,0.0,0.8979047619047619,0.0,0.9134615384615384,0.0,-1.0,0.0
nb8_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9913433788433788,0.0,0.9914529914529916,0.0,0.9914529914529916,0.0,0.9936965811965812,0.0,0.9936965811965812,0.0,0.9914529914529916,0.0,0.9913433788433788,0.0,0.9914529914529916,0.0,-1.0,0.0,0.8942307692307693,0.0,0.9166666666666666,0.0,0.92,0.0,0.9508547008547008,0.0,0.956190476190476,0.0,0.92,0.0,0.9019047619047618,0.0,0.9166666666666666,0.0,-1.0,0.0
rf8_200_same_as_zurich_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9989241527703068,0.0,0.998931623931624,0.0,0.998931623931624,0.0,0.9990842490842492,0.0,0.9990842490842492,0.0,0.998931623931624,0.0,0.9989241527703067,0.0,0.998931623931624,0.0,-1.0,0.0,0.8908119658119658,0.008547008547008517,0.9134615384615384,0.0064102564102563875,0.9199999999999999,0.005714285714285644,0.951923076923077,0.0032051282051281937,0.9552380952380952,0.0028571428571427804,0.9199999999999999,0.005714285714285644,0.8996190476190474,0.007619047619047609,0.9134615384615384,0.0064102564102563875,-1.0,0.0
