val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_time,val_cross_ent,val_cluster,val_separation,val_avg_separation,val_p_avg_pair_dist,num_ptypes_per_class,ptype_length,prototype_shape,ptype_activation_fn,latent_weight,joint_features_lr,joint_add_on_layers_lr,joint_ptypes_lr,warm_add_on_layers_lr,warm_ptypes_lr,last_layer_optimizer_lr,weight_decay,joint_lr_step_size,cross_entropy_weight,cluster_weight,separation_weight,l1_weight,num_warm_epochs,push_epochs_gap,push_start,seq_count_thresh,trainRandomInsertions,trainRandomDeletions,trainMutationRate,oversample,encoding_mode,push_encoding_mode,applying_on_raw_data,augment_test_data,load_existing_train_test,train_batch_size,test_batch_size,num_classes,seq_target_length,addTagAndPrimer,addRevComplements,val_portion_of_train,patience,min_pc_improvement,datetime,epochs_taken,warm_lr_step_size
0.3225225225225224,0.5585585585585585,0.4468085106382978,0.647147147147147,0.8351063829787234,0.4468085106382978,0.4283687943262412,0.4367816091954023,0.2426282051282051,0.5480769230769231,0.3829787234042553,0.576923076923077,0.8138297872340425,0.3829787234042553,0.3560283687943262,0.3733333333333333,0.0638294219970703,2.838792085647583,4.675894021987915,5.109476804733276,2.898286461830139,1.4540235996246338,1,7,"(156, 520, 7)",log,0.6,0.0089799332878117,0.0080536732424855,0.0086912650041018,0.0003124832009081,0.0005565083497472,0.0006847602863388,0.0933346040020623,20,1,-9.6,2.4,0.001,1000000,14,27,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_115741,2.0,2.0
0.3787269417359915,0.4290598290598291,0.4391025641025641,0.3890375649991034,0.4034190168805553,0.4391025641025641,0.3908502994617248,0.4290598290598291,0.3333333333333333,0.3617021276595745,0.4361702127659574,0.3297872340425531,0.4166666666666666,0.4361702127659574,0.4095744680851064,0.4533333333333333,0.1466078758239746,1.868115246295929,9.10833740234375,8.477846622467041,4.775318384170532,1.390776515007019,2,25,"(312, 520, 25)",linear,0.7,0.0086694072296803,0.0092648377323836,0.0094456667610088,0.0008964196628705,0.0009054969074448,0.0009234332646892,0.0720213043285747,5,1,-9.6,2.4,0.001,1000000,8,12,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240206_234617,28.0,
0.4194468243557313,0.4558760683760684,0.4375,0.5326912759605067,0.5166125941366325,0.4375,0.4073777348195365,0.4558760683760684,0.0860487996851633,0.2784090909090909,0.1702127659574468,0.7363636363636363,0.8501773049645389,0.1702127659574468,0.1240213687022197,0.1533333333333333,0.0728051662445068,8.063368797302246,7.036106109619141,8.775229454040527,4.4589598178863525,1.2266006469726562,2,15,"(312, 520, 15)",linear,0.4,0.0021381422348851,0.0044930162025552,0.0079470082974974,0.0003867713874702,0.0009301730587311,0.0003190265083402,0.0105603148638578,4,1,-9.6,2.4,0.001,1000000,8,23,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240207_113226,36.0,11.0
0.3152380952380952,0.5285714285714286,0.4361702127659574,0.6912698412698413,0.8359929078014184,0.4361702127659574,0.3897163120567375,0.4310344827586206,0.2396666666666667,0.51,0.3404255319148936,0.6183333333333333,0.8138297872340425,0.3404255319148936,0.3184397163120567,0.3466666666666667,0.0388972759246826,3.0644099712371826,4.568451881408691,4.794819593429565,2.561957359313965,1.4439349174499512,1,7,"(156, 520, 7)",linear,0.9,0.0056672829566059,0.0043783388706397,0.0094583900250535,0.0002843852210263,0.0002805586868278,0.0002151579559598,0.0689306202389903,17,1,-9.6,2.4,0.001,1000000,19,25,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_115744,3.0,20.0
0.3794745852438159,0.4261752136752136,0.4342948717948718,0.4180841238533546,0.4242649533514918,0.4342948717948718,0.3874317633933018,0.4261752136752136,0.2122112211221122,0.5,0.3404255319148936,0.5726072607260726,0.7570921985815603,0.3404255319148936,0.3070921985815603,0.3266666666666666,0.0641422271728515,2.8512953519821167,5.692255020141602,6.463967323303223,3.4560604095458984,1.3782187700271606,1,11,"(156, 520, 11)",log,0.8,0.001353054016826,0.0015634134793581,0.0060790298375081,0.0007492951927077,0.0008396022295327,0.0007105994134176,0.0802512917022122,13,1,-9.6,2.4,0.001,1000000,11,21,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240212_123558,10.0,1.0
0.3213141025641025,0.5288461538461539,0.425531914893617,0.7100274725274726,0.8600303951367781,0.425531914893617,0.37677304964539,0.4367816091954023,0.2940350877192982,0.5368421052631579,0.3936170212765957,0.6263157894736842,0.8173758865248226,0.3936170212765957,0.3638297872340425,0.4133333333333333,0.0608365535736084,3.358851432800293,4.865153551101685,5.000865697860718,2.524643301963806,1.44143807888031,2,7,"(312, 520, 7)",linear,0.9,0.0093978994787693,0.0056241772839758,0.0010275127323099,0.0005818384611529,0.000651003992081,0.0004704816660027,0.0605284136124401,8,1,-9.6,2.4,0.001,1000000,13,24,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_115107,4.0,9.0
0.3816142557375589,0.4133547008547009,0.4182692307692308,0.4104508917008917,0.4163259772634772,0.4182692307692308,0.3883149538056212,0.4133547008547009,0.3183150183150183,0.3516483516483517,0.425531914893617,0.3131868131868132,0.4060283687943262,0.425531914893617,0.3982269503546099,0.4266666666666667,0.0369014739990234,2.74508273601532,6.990003347396851,7.623549222946167,3.1725456714630127,1.2674098014831543,2,15,"(312, 520, 15)",log,0.8,0.0087735774391183,0.0062947289372035,0.0018985198186014,0.0003689100080684,0.0004250709412501,0.0002493604514167,0.0968556774337902,13,1,-9.6,2.4,0.001,1000000,8,12,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240206_233236,28.0,
0.2302469135802469,0.4768518518518518,0.3404255319148936,0.7063271604938272,0.8859929078014184,0.3404255319148936,0.2822695035460992,0.3505747126436782,0.2299880525686977,0.4408602150537634,0.3085106382978723,0.6841397849462365,0.863031914893617,0.3085106382978723,0.2984633569739952,0.3066666666666666,0.1007330417633056,5.021644592285156,4.98209023475647,5.42536997795105,2.9986889362335205,1.4541198015213013,3,7,"(468, 520, 7)",linear,0.5,0.009116922731788,0.0033154994888066,0.0044000946379176,0.0005754122355564,0.0007518987564952,0.0009167514646371,0.0928821167916911,15,1,-9.6,2.4,0.001,1000000,17,23,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_115503,3.0,3.0
0.2968140590104152,0.326923076923077,0.3301282051282051,0.3377622367158566,0.340584961795369,0.3301282051282051,0.3032513983804469,0.326923076923077,0.2066666666666666,0.4421052631578947,0.2872340425531915,0.5201754385964912,0.6675531914893617,0.2872340425531915,0.2663120567375886,0.2933333333333333,0.0998401641845703,3.297581911087036,6.675733804702759,7.639057636260986,3.7873963117599487,1.2416236400604248,2,15,"(312, 520, 15)",log,0.8,0.0087735774391183,0.0062947289372035,0.0018985198186014,0.0001194131875415,0.0004734160404604,0.0009422133902544,0.0968556774337902,13,1,-9.6,2.4,0.001,1000000,14,21,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240212_123513,9.0,10.0
0.0907738095238095,0.3303571428571428,0.1276595744680851,0.4851190476190475,0.5992907801418439,0.1276595744680851,0.1081560283687943,0.1379310344827586,0.0782828282828282,0.3333333333333333,0.1063829787234042,0.4696969696969697,0.624113475177305,0.1063829787234042,0.0921985815602836,0.12,0.0249199867248535,5.007858991622925,4.264203310012817,6.844298601150513,3.4001885652542114,1.113411784172058,2,17,"(312, 520, 17)",log,1.0,0.0070322765182368,0.002601840247823,0.0021520993696425,0.000491657644973,0.0008127149313682,0.0009273770885959,0.0747167246304444,2,1,-9.6,2.4,0.001,1000000,20,24,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_124735,4.0,7.0
0.0704022988505747,0.3318965517241379,0.1063829787234042,0.4439655172413793,0.5957446808510638,0.1063829787234042,0.0921985815602836,0.1091954022988505,0.0578431372549019,0.3284313725490196,0.0957446808510638,0.4444444444444445,0.6187943262411347,0.0957446808510638,0.0936170212765957,0.0866666666666666,0.0268223285675048,6.71279764175415,4.938814163208008,7.401511192321777,3.899980783462525,1.1077945232391355,3,17,"(468, 520, 17)",log,0.7,0.0053999803836133,0.0091595490981448,0.0044776643534577,0.0008479119294894,0.0007026797122993,0.00096873568259,0.0712519048392042,11,1,-9.6,2.4,0.001,1000000,14,26,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_134838,3.0,11.0
0.0565730565730565,0.3333333333333333,0.0957446808510638,0.5541310541310542,0.7641843971631207,0.0957446808510638,0.0704154002026342,0.1034482758620689,0.0561904761904761,0.3666666666666666,0.0957446808510638,0.465079365079365,0.6817375886524824,0.0957446808510638,0.0663120567375886,0.1133333333333333,0.022104263305664,4.529013395309448,4.024498701095581,6.613618850708008,3.5898255109786987,1.1222063302993774,1,17,"(156, 520, 17)",log,0.9,0.0093023822489105,0.006023791567012,0.00633276298825,0.0008230086820816,0.0007787085359893,0.0009560449765114,0.0556610761496595,19,1,-9.6,2.4,0.001,1000000,20,21,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_125841,3.0,16.0
0.0477991196478591,0.1938775510204081,0.0851063829787234,0.7633928571428571,0.870345744680851,0.0851063829787234,0.0498331247392574,0.0919540229885057,0.0635792778649921,0.2472527472527472,0.0851063829787234,0.7435897435897436,0.906028368794326,0.0851063829787234,0.0775075987841945,0.0866666666666666,0.0267081260681152,11.5705828666687,5.381052017211914,8.232963562011719,4.254410982131958,1.097348928451538,3,17,"(468, 520, 17)",linear,0.5,0.0019869648890626,0.0053541569477889,0.0087447623199838,0.0002919569936448,0.0002070660687409,0.0002255717931582,0.0448259516137518,8,1,-9.6,2.4,0.001,1000000,18,28,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_121344,2.0,10.0
0.0447180134680134,0.171875,0.0851063829787234,0.8106821895424837,0.8917605340008344,0.0851063829787234,0.0527616591446378,0.0862068965517241,0.0237603305785123,0.1875,0.0425531914893617,0.7827380952380952,0.9295845997973656,0.0425531914893617,0.0275628626692456,0.0466666666666666,0.0252389907836914,11.309117794036863,5.167750358581543,8.561613082885742,4.00462019443512,1.075110673904419,2,21,"(312, 520, 21)",linear,0.8,0.006897688717913,0.0030647527099358,0.0008254074911842,0.0009557242383012,0.0006876460203825,0.000242414149571,0.0160366285522048,15,1,-9.6,2.4,0.001,1000000,14,26,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240219_130550,44.0,13.0
0.0395658263305322,0.2156862745098039,0.0744680851063829,0.7383286647992529,0.8756332320162106,0.0744680851063829,0.0429331306990881,0.0804597701149425,0.0150972086455957,0.2258064516129032,0.0319148936170212,0.6475806451612903,0.8109042553191489,0.0319148936170212,0.014936600042983,0.04,0.0274848937988281,10.62571144104004,5.436465263366699,8.163100242614746,4.43765664100647,1.0890471935272217,3,17,"(468, 520, 17)",linear,0.4,0.0003956706807132,0.0099836030975993,0.0031428183937312,0.000179588607438,0.0003884228037278,0.0009985343556595,0.0381047368106125,4,1,-9.6,2.4,0.001,1000000,14,30,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240219_133125,6.0,14.0
0.0514705882352941,0.2156862745098039,0.0744680851063829,0.7435574229691877,0.8813069908814589,0.0744680851063829,0.0558510638297872,0.0804597701149425,0.035282717738258,0.1802325581395348,0.0531914893617021,0.7294089147286822,0.8393173758865248,0.0531914893617021,0.0349395077179808,0.06,0.0286290645599365,11.55351495742798,4.74738621711731,7.17535924911499,3.68100905418396,1.1007366180419922,3,17,"(468, 520, 17)",linear,0.8,0.0098800533469628,0.0074904259301223,0.0043282805807221,0.0009982242855666,0.0002368647224801,0.0007564344807308,0.0124409887129132,17,1,-9.6,2.4,0.001,1000000,17,28,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240219_130301,5.0,7.0
0.0239184562713974,0.2058823529411764,0.0638297872340425,0.7053895354933416,0.8292524746842643,0.0638297872340425,0.0259540695710908,0.0689655172413793,0.0192521335151239,0.1402439024390244,0.0638297872340425,0.7222214777092826,0.7959297794404178,0.0638297872340425,0.0239637020395577,0.06,0.0223124027252197,6.187775135040283,4.462700366973877,7.393181324005127,4.230163097381592,1.0906391143798828,1,17,"(156, 520, 17)",linear,0.5,0.0026594940076052,0.0083426968913424,0.0053400577515639,0.0004633992450536,0.0008114421573582,0.0001824439514798,0.0214920189933903,12,1,-9.6,2.4,0.001,1000000,10,27,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_141217,3.0,17.0
0.0412844036697247,0.2568807339449541,0.0638297872340425,0.6223241590214067,0.774822695035461,0.0638297872340425,0.0478723404255319,0.0689655172413793,0.0143800094295143,0.2871287128712871,0.0319148936170212,0.5768076807680768,0.7793359123146356,0.0319148936170212,0.015450861195542,0.04,0.0250096321105957,7.969482183456421,3.995213508605957,6.420588493347168,3.318509578704834,1.0845693349838257,2,17,"(312, 520, 17)",linear,1.0,0.0074474432397272,0.008258981597288,0.0095255957219866,0.0001036636689271,0.0009591548931404,0.0009612642524443,0.0094638797207102,19,1,-9.6,2.4,0.001,1000000,16,28,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240219_141105,8.0,2.0
0.0389784946236559,0.3427419354838709,0.0638297872340425,0.4717741935483871,0.6808510638297872,0.0638297872340425,0.0567375886524822,0.0632183908045977,0.0285285285285285,0.3648648648648648,0.0531914893617021,0.4399399399399399,0.6578014184397163,0.0531914893617021,0.0407801418439716,0.06,0.0244317054748535,5.280580043792725,3.2878037691116333,5.639843702316284,3.109281301498413,0.8809746503829956,2,21,"(312, 520, 21)",log,1.0,0.0053432929235161,0.008333450324222,0.0026050216368141,0.0006686970558823,0.0006905795887391,0.000916063687547,0.0637596231310212,7,1,-9.6,2.4,0.001,1000000,15,25,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_135351,4.0,15.0
0.0298742138364779,0.2358490566037736,0.0638297872340425,0.7049025352552835,0.8480815823091494,0.0638297872340425,0.0336879432624113,0.0689655172413793,0.0483597883597883,0.2444444444444444,0.0957446808510638,0.731851851851852,0.8797872340425531,0.0957446808510638,0.064741641337386,0.0933333333333333,0.0276224613189697,11.581860542297363,4.787607669830322,7.266416311264038,3.707708358764648,1.1052485704421997,3,17,"(468, 520, 17)",linear,0.8,0.0067859500292877,0.0086747947589335,0.0059366942457607,0.0008114863577478,0.0009007868236886,0.0001913950000982,0.0522225249070515,19,1,-9.6,2.4,0.001,1000000,20,21,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,4,1,20240219_131918,7.0,3.0
0.0276143790849673,0.2058823529411764,0.0638297872340425,0.727406752174554,0.8531434970404735,0.0638297872340425,0.0299645390070921,0.0689655172413793,0.0500097280996157,0.247191011235955,0.0851063829787234,0.6590957731407169,0.7942502532928064,0.0851063829787234,0.0473496361794234,0.1066666666666666,0.0263569355010986,10.9721360206604,4.590911626815796,6.952945232391357,3.3376734256744385,1.0974204540252686,3,17,"(468, 520, 17)",linear,1.0,0.0055797431827941,0.0087640936860759,0.0087047435545776,0.0008694463177684,0.0004215079427638,0.0004119667880282,0.0486561978308923,11,1,-9.6,2.4,0.001,1000000,14,29,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_131148,3.0,18.0
0.0472222222222222,0.325,0.0638297872340425,0.3958333333333333,0.5372340425531915,0.0638297872340425,0.0602836879432624,0.0689655172413793,0.0321321321321321,0.3558558558558558,0.0531914893617021,0.3858858858858859,0.549645390070922,0.0531914893617021,0.0546099290780141,0.0466666666666666,0.0245144367218017,5.752185344696045,5.066386222839356,7.602267742156982,4.081647872924805,1.1102477312088013,2,17,"(312, 520, 17)",log,0.6,0.0001849726237403,0.0078068790597224,0.009328948099741,0.0003714136835397,0.000920805393428,0.000270299477787,0.0590271336005374,20,1,-9.6,2.4,0.001,1000000,13,21,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_125715,3.0,12.0
0.033895238095238,0.19,0.0638297872340425,0.7595192307692308,0.8824672667757775,0.0638297872340425,0.0360587639311043,0.0689655172413793,0.0233785822021116,0.1588235294117647,0.0425531914893617,0.7872549019607842,0.9140070921985816,0.0425531914893617,0.0282324058919803,0.0466666666666666,0.0247368812561035,9.632197856903076,5.855645179748535,8.85608434677124,4.953768968582153,1.103724718093872,2,17,"(312, 520, 17)",linear,0.2,0.0001220710265567,0.0093948113093211,0.0030175856477079,0.0003617396454618,0.0008586471735716,0.0005697403702758,0.0481012042216567,18,1,-9.6,2.4,0.001,1000000,10,20,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_124708,2.0,12.0
0.0458152958152958,0.1818181818181818,0.0638297872340425,0.7506012506012506,0.8649949341438703,0.0638297872340425,0.0482522796352583,0.0689655172413793,0.0113340765514678,0.2119565217391304,0.0319148936170212,0.7305253623188407,0.9064716312056738,0.0319148936170212,0.0181851245681032,0.0333333333333333,0.0265009403228759,11.44059133529663,5.593379974365234,8.200345039367676,4.502126932144165,1.1033345460891724,3,17,"(468, 520, 17)",linear,0.4,0.0026680011802702,0.0070114081242828,0.0084580240577846,0.0001526752973147,0.0002616133499375,0.000934299730076,0.0960421398573396,12,1,-9.6,2.4,0.001,1000000,10,25,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_124342,3.0,19.0
0.0504201680672268,0.3193277310924369,0.0638297872340425,0.4117647058823529,0.574468085106383,0.0638297872340425,0.0638297872340425,0.0689655172413793,0.0363095238095238,0.3705357142857143,0.0531914893617021,0.4092261904761905,0.5975177304964538,0.0531914893617021,0.0475177304964539,0.06,0.024477481842041,5.532474517822266,4.557163000106812,7.040423393249512,3.689080476760864,1.1059556007385254,2,17,"(312, 520, 17)",log,0.8,0.0077539511606702,0.0026775350461673,0.0084836048509312,0.0004478208522639,0.0008779679942109,0.000477540810692,0.0740909248318207,6,1,-9.6,2.4,0.001,1000000,10,30,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,2,1,20240219_122818,4.0,18.0
