val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,epochs_taken,test_time,val_cross_ent,val_cluster,val_separation,val_avg_separation,val_p_avg_pair_dist,num_ptypes_per_class,ptype_length,prototype_shape,ptype_activation_fn,latent_weight,joint_features_lr,joint_ptypes_lr,warm_ptypes_lr,last_layer_optimizer_lr,weight_decay,joint_lr_step_size,warm_lr_step_size,cross_entropy_weight,cluster_weight,separation_weight,l1_weight,num_warm_epochs,push_gap,push_start,num_pushes,seq_count_thresh,trainRandomInsertions,trainRandomDeletions,trainMutationRate,oversample,encoding_mode,push_encoding_mode,applying_on_raw_data,augment_test_data,load_existing_train_test,train_batch_size,test_batch_size,num_classes,seq_target_length,addTagAndPrimer,addRevComplements,val_portion_of_train,patience,min_pc_improvement,datetime
0.0141509433962264,0.2075471698113207,0.0319148936170212,0.5946540880503145,0.7131205673758865,0.0319148936170212,0.0159574468085106,0.0344827586206896,0.0189473684210526,0.2421052631578947,0.0425531914893617,0.5345614035087719,0.6714539007092198,0.0425531914893617,0.0304964539007092,0.04,11,0.0267500877380371,5.045331716537476,0.1332531198859214,0.2200990468263626,0.125570360571146,0.8030336499214172,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-19.200000000000003,19.2,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_171835
0.0168195718654434,0.2293577981651376,0.0319148936170212,0.509480122324159,0.6333333333333333,0.0319148936170212,0.0195035460992907,0.0344827586206896,0.0,0.2718446601941747,0.0,0.4271844660194174,0.574468085106383,0.0,0.0,0.0,11,0.0260591506958007,5.04158878326416,0.1311627849936485,0.2214134037494659,0.1241845376789569,0.8011050224304199,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-1.2000000000000002,4.8,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_162101
0.0142450142450142,0.2735042735042735,0.0212765957446808,0.5427350427350427,0.7393617021276596,0.0212765957446808,0.0177304964539007,0.0229885057471264,0.0009803921568627,0.2696078431372549,0.0106382978723404,0.4907407407407407,0.6607565011820331,0.0106382978723404,0.002127659574468,0.0066666666666666,11,0.0270547866821289,5.042624235153198,0.1324125081300735,0.2166603431105613,0.1251914724707603,0.807353138923645,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-76.80000000000001,4.8,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_174305
0.0141509433962264,0.1981132075471698,0.0212765957446808,0.6257861635220126,0.7695035460992907,0.0212765957446808,0.0159574468085106,0.0229885057471264,0.0,0.21875,0.0,0.5416666666666666,0.7021276595744681,0.0,0.0,0.0,11,0.0274069309234619,5.051725625991821,0.1309875920414924,0.2212879285216331,0.1253163516521453,0.8012688159942627,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-38.400000000000006,9.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_173021
0.0176991150442477,0.247787610619469,0.0212765957446808,0.5398230088495575,0.6914893617021277,0.0212765957446808,0.0212765957446808,0.0229885057471264,0.0148514851485148,0.2772277227722772,0.0212765957446808,0.4488448844884488,0.5992907801418439,0.0212765957446808,0.0159574468085106,0.0266666666666666,11,0.0275681018829345,5.041528940200806,0.1343742087483406,0.2261995375156402,0.1260821260511875,0.8080180883407593,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-38.400000000000006,4.8,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_172922
0.0104585679806918,0.247787610619469,0.0212765957446808,0.4964601769911504,0.6287234042553191,0.0212765957446808,0.0125725338491295,0.0229885057471264,0.0047169811320754,0.2971698113207547,0.0106382978723404,0.4292452830188679,0.6276595744680851,0.0106382978723404,0.0106382978723404,0.0066666666666666,11,0.0268168449401855,5.046443462371826,0.1299134641885757,0.2227885723114013,0.1243164874613285,0.7996949553489685,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-19.200000000000003,1.2,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_171144
0.0074074074074074,0.2083333333333333,0.0212765957446808,0.5516975308641976,0.6906028368794325,0.0212765957446808,0.0127659574468085,0.0172413793103448,0.0074074074074074,0.2525252525252525,0.0212765957446808,0.5109427609427609,0.6932624113475176,0.0212765957446808,0.0156028368794326,0.0133333333333333,11,0.0267963409423828,5.051342725753784,0.1312808766961097,0.2201500758528709,0.1250931806862354,0.7983632683753967,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-9.6,9.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_170304
0.0136363636363636,0.2272727272727272,0.0212765957446808,0.5575757575757576,0.7056737588652483,0.0212765957446808,0.0159574468085106,0.0229885057471264,0.0,0.2346938775510204,0.0,0.5,0.648936170212766,0.0,0.0,0.0,11,0.0266757011413574,5.042928218841553,0.1323873624205589,0.2119426280260086,0.1233622767031192,0.7917461395263672,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-9.6,0.3,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_165315
0.018018018018018,0.2342342342342342,0.0212765957446808,0.5495495495495496,0.7127659574468085,0.0212765957446808,0.0212765957446808,0.0229885057471264,0.0,0.2990654205607476,0.0,0.4579439252336448,0.6702127659574468,0.0,0.0,0.0,11,0.0268559455871582,5.044462442398071,0.1311590149998664,0.2230539545416832,0.1243352144956588,0.8019766807556152,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-4.800000000000001,0.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_164230
0.006198347107438,0.2272727272727272,0.0212765957446808,0.6403030303030304,0.8024822695035462,0.0212765957446808,0.0072533849129593,0.0229885057471264,0.0026881720430107,0.2043010752688172,0.0106382978723404,0.5714285714285714,0.7036474164133738,0.0106382978723404,0.0026595744680851,0.0133333333333333,11,0.0272367000579834,5.052001476287842,0.1314655765891075,0.2186397314071655,0.1252792291343212,0.80533766746521,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-2.4000000000000004,4.8,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_163341
0.011011011011011,0.2342342342342342,0.0212765957446808,0.5867117117117117,0.7247340425531915,0.0212765957446808,0.0130023640661938,0.0229885057471264,0.0,0.2574257425742574,0.0,0.5445544554455446,0.7340425531914894,0.0,0.0,0.0,11,0.0272848606109619,5.060885667800903,0.1288373470306396,0.2230247557163238,0.1253533884882927,0.811330258846283,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-1.2000000000000002,19.2,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_162356
0.0142450142450142,0.2735042735042735,0.0212765957446808,0.5085470085470085,0.6861702127659575,0.0212765957446808,0.0177304964539007,0.0229885057471264,0.0,0.2718446601941747,0.0,0.4757281553398058,0.6702127659574468,0.0,0.0,0.0,11,0.0268247127532959,5.050034761428833,0.1297165229916572,0.2218953669071197,0.125656709074974,0.8072785139083862,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-1.2000000000000002,1.2,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_161710
0.0053908355795148,0.1981132075471698,0.0212765957446808,0.5691823899371069,0.6950354609929078,0.0212765957446808,0.0060790273556231,0.0229885057471264,0.0081699346405228,0.2794117647058823,0.0212765957446808,0.5754901960784314,0.8,0.0212765957446808,0.0141843971631205,0.02,11,0.0270044803619384,5.051520347595215,0.1323945596814155,0.2291952222585678,0.1256738416850567,0.80926114320755,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-1.2000000000000002,0.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_161414
0.0020964360587002,0.1886792452830188,0.0106382978723404,0.5672169811320755,0.6715425531914894,0.0106382978723404,0.0023640661938534,0.0114942528735632,0.0034364261168384,0.2319587628865979,0.0106382978723404,0.5489690721649485,0.6861702127659575,0.0106382978723404,0.0070921985815602,0.0066666666666666,11,0.0270795822143554,5.048010587692261,0.1324999406933784,0.2255381718277931,0.1253561004996299,0.8044589161872864,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-76.80000000000001,19.2,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_174602
0.0084745762711864,0.2711864406779661,0.0106382978723404,0.4576271186440678,0.6382978723404256,0.0106382978723404,0.0106382978723404,0.0114942528735632,0.0023148148148148,0.3148148148148148,0.0106382978723404,0.4735449735449735,0.6717325227963525,0.0106382978723404,0.0026595744680851,0.0133333333333333,11,0.0242223739624023,5.047150373458862,0.1308671832084655,0.2220980376005172,0.125666182488203,0.8070828914642334,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-76.80000000000001,9.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_174503
0.0095238095238095,0.1809523809523809,0.0106382978723404,0.6190476190476191,0.7446808510638298,0.0106382978723404,0.0106382978723404,0.0114942528735632,0.0,0.25,0.0,0.57,0.776595744680851,0.0,0.0,0.0,11,0.0266647338867187,5.050901889801025,0.1319669783115387,0.221828207373619,0.1254090406000614,0.805578351020813,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-76.80000000000001,4.8,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_174207
0.0042372881355932,0.2711864406779661,0.0106382978723404,0.5028248587570621,0.6843971631205673,0.0106382978723404,0.0053191489361702,0.0114942528735632,0.0,0.2574257425742574,0.0,0.3861386138613861,0.5,0.0,0.0,0.0,11,0.0267045497894287,5.043569326400757,0.1311171874403953,0.2213208973407745,0.1248469017446041,0.798141598701477,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-38.400000000000006,9.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_173119
0.0082644628099173,0.2892561983471074,0.0106382978723404,0.4628099173553719,0.6595744680851063,0.0106382978723404,0.0106382978723404,0.0114942528735632,0.0048076923076923,0.2884615384615384,0.0106382978723404,0.4166666666666666,0.5780141843971631,0.0106382978723404,0.0053191489361702,0.0133333333333333,11,0.026949405670166,5.047190189361572,0.1308305561542511,0.217854619026184,0.1247531361877918,0.8075671195983887,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-38.400000000000006,0.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_172330
0.0056980056980056,0.2649572649572649,0.0106382978723404,0.5598290598290598,0.75,0.0106382978723404,0.0070921985815602,0.0114942528735632,0.0,0.25,0.0,0.52,0.7021276595744681,0.0,0.0,0.0,11,0.0268826484680175,5.053232431411743,0.1298521757125854,0.2153338119387626,0.1237633302807807,0.7984327673912048,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-38.400000000000006,0.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_172231
0.0014619883040935,0.2456140350877192,0.0106382978723404,0.5271132376395534,0.6818181818181819,0.0106382978723404,0.00177304964539,0.0114942528735632,0.0110062893081761,0.3113207547169811,0.0212765957446808,0.4229559748427673,0.5833333333333333,0.0212765957446808,0.0124113475177304,0.0266666666666666,11,0.0270438194274902,5.044154644012451,0.1311406269669532,0.224047377705574,0.1245122998952865,0.8043650984764099,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-38.400000000000006,0.3,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_172132
0.0045454545454545,0.2181818181818181,0.0106382978723404,0.5575757575757575,0.7056737588652482,0.0106382978723404,0.0053191489361702,0.0114942528735632,0.0,0.1666666666666666,0.0,0.6,0.723404255319149,0.0,0.0,0.0,11,0.0268332958221435,5.053171634674072,0.1314841359853744,0.2189646810293197,0.125440813601017,0.8024620413780212,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.001,0.065,-1,1000000,1,-38.400000000000006,0.3,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_172033
0.0042016806722689,0.2773109243697479,0.0106382978723404,0.4985994397759103,0.6631205673758864,0.0106382978723404,0.0053191489361702,0.0114942528735632,0.0049019607843137,0.2745098039215686,0.0106382978723404,0.4934640522875817,0.6843971631205673,0.0106382978723404,0.0053191489361702,0.0133333333333333,11,0.0268878936767578,5.0454277992248535,0.131503976881504,0.2230631187558174,0.1254451274871826,0.8010995388031006,[2],[25],"(312, 520, 25)",unused,0.9,-1,-1,0.0007,0.0001,0.065,-1,1000000,1,-19.200000000000003,9.6,0.001,1000000,11,10,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,7,1,20240302_171736
