val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,epochs_taken,test_time,val_cross_ent,val_cluster,val_separation,val_avg_separation,val_p_avg_pair_dist,num_ptypes_per_class,ptype_length,prototype_shape,ptype_activation_fn,latent_weight,joint_features_lr,joint_ptypes_lr,warm_ptypes_lr,last_layer_lr,joint_weight_decay,joint_lr_step_size,warm_lr_step_size,cross_entropy_weight,cluster_weight,separation_weight,l1_weight,num_warm_epochs,push_gap,push_start,num_pushes,last_layer_epochs,seq_count_thresh,trainRandomInsertions,trainRandomDeletions,trainMutationRate,oversample,encoding_mode,push_encoding_mode,applying_on_raw_data,augment_test_data,load_existing_train_test,train_batch_size,test_batch_size,num_classes,seq_target_length,addTagAndPrimer,addRevComplements,val_portion_of_train,datetime
0.9,0.9444444444444444,0.9361702127659575,0.95,0.9840425531914894,0.9361702127659575,0.925531914893617,0.9425287356321839,0.7203252032520324,0.8292682926829268,0.8191489361702128,0.8719512195121951,0.9521276595744681,0.8191489361702128,0.7957446808510638,0.8133333333333334,8,0.026226043701171875,0.524608314037323,0.6628752946853638,0.5038373172283173,0.2737617939710617,768.4730224609375,2.0,27,"(312, 520, 27)",unused,0.9,-1,-1,0.007,0.05,0,-1,50,1,-9.600000000000001,2.4,0.001,1000000,1,2,5,50,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240313_234328
